year,country,lowest_50,highst_10,highst_1,region,region2,shortname,decade
2012,RO,0.1503,0.3465,0.0935,Europe,Eastern Europe,Romania,2010
2013,RO,0.1665,0.3026,0.0706,Europe,Eastern Europe,Romania,2010
2014,RO,0.1481,0.3555,0.1035,Europe,Eastern Europe,Romania,2010
2015,RO,0.1627,0.3315,0.0882,Europe,Eastern Europe,Romania,2010
2016,RO,0.1678,0.3318,0.0809,Europe,Eastern Europe,Romania,2010
2017,RO,0.1616,0.3236,0.0722,Europe,Eastern Europe,Romania,2010
2018,RO,0.1507,0.3404,0.0786,Europe,Eastern Europe,Romania,2010
2019,RO,0.1475,0.344,0.0841,Europe,Eastern Europe,Romania,2010
2020,RO,0.1475,0.3438,0.0839,Europe,Eastern Europe,Romania,2020
2021,RO,0.1476,0.3437,0.0838,Europe,Eastern Europe,Romania,2020
1980,RS,0.2206,0.2918,0.0748,Europe,Eastern Europe,Serbia,1980
1981,RS,0.2206,0.2918,0.0748,Europe,Eastern Europe,Serbia,1980
1982,RS,0.2206,0.2918,0.0748,Europe,Eastern Europe,Serbia,1980
1983,RS,0.2206,0.2918,0.0748,Europe,Eastern Europe,Serbia,1980
1984,RS,0.2093,0.3116,0.0898,Europe,Eastern Europe,Serbia,1980
1985,RS,0.2144,0.3062,0.0918,Europe,Eastern Europe,Serbia,1980
1986,RS,0.213,0.2942,0.0851,Europe,Eastern Europe,Serbia,1980
1987,RS,0.2054,0.3206,0.0805,Europe,Eastern Europe,Serbia,1980
1988,RS,0.2067,0.3035,0.0968,Europe,Eastern Europe,Serbia,1980
1989,RS,0.2167,0.291,0.089,Europe,Eastern Europe,Serbia,1980
1990,RS,0.2171,0.2893,0.0927,Europe,Eastern Europe,Serbia,1990
1991,RS,0.216,0.2938,0.0951,Europe,Eastern Europe,Serbia,1990
1992,RS,0.2175,0.2968,0.0972,Europe,Eastern Europe,Serbia,1990
1993,RS,0.2185,0.3003,0.0999,Europe,Eastern Europe,Serbia,1990
1994,RS,0.219,0.3042,0.1029,Europe,Eastern Europe,Serbia,1990
1995,RS,0.2191,0.3084,0.1062,Europe,Eastern Europe,Serbia,1990
1996,RS,0.221,0.3078,0.1055,Europe,Eastern Europe,Serbia,1990
1997,RS,0.2227,0.3075,0.1053,Europe,Eastern Europe,Serbia,1990
1998,RS,0.2216,0.3126,0.1073,Europe,Eastern Europe,Serbia,1990
1999,RS,0.2303,0.2979,0.0961,Europe,Eastern Europe,Serbia,1990
2000,RS,0.1835,0.3751,0.1344,Europe,Eastern Europe,Serbia,2000
2001,RS,0.2109,0.3431,0.1225,Europe,Eastern Europe,Serbia,2000
2002,RS,0.1933,0.3549,0.1245,Europe,Eastern Europe,Serbia,2000
2003,RS,0.1829,0.3589,0.1246,Europe,Eastern Europe,Serbia,2000
2004,RS,0.1694,0.371,0.1262,Europe,Eastern Europe,Serbia,2000
2005,RS,0.1626,0.3752,0.1271,Europe,Eastern Europe,Serbia,2000
2006,RS,0.1479,0.389,0.121,Europe,Eastern Europe,Serbia,2000
2007,RS,0.1522,0.3725,0.1141,Europe,Eastern Europe,Serbia,2000
2008,RS,0.1525,0.3774,0.1188,Europe,Eastern Europe,Serbia,2000
2009,RS,0.1566,0.3638,0.1257,Europe,Eastern Europe,Serbia,2000
2010,RS,0.1578,0.3574,0.1023,Europe,Eastern Europe,Serbia,2010
2011,RS,0.16,0.3537,0.1257,Europe,Eastern Europe,Serbia,2010
2012,RS,0.1447,0.3863,0.1305,Europe,Eastern Europe,Serbia,2010
2013,RS,0.144,0.3788,0.1273,Europe,Eastern Europe,Serbia,2010
2014,RS,0.1319,0.4191,0.1686,Europe,Eastern Europe,Serbia,2010
2015,RS,0.1259,0.4599,0.2273,Europe,Eastern Europe,Serbia,2010
2016,RS,0.1332,0.4093,0.1574,Europe,Eastern Europe,Serbia,2010
2017,RS,0.1568,0.356,0.116,Europe,Eastern Europe,Serbia,2010
2018,RS,0.1763,0.3337,0.1008,Europe,Eastern Europe,Serbia,2010
2019,RS,0.1807,0.3526,0.1199,Europe,Eastern Europe,Serbia,2010
2020,RS,0.1781,0.3608,0.1266,Europe,Eastern Europe,Serbia,2020
2021,RS,0.1783,0.36,0.126,Europe,Eastern Europe,Serbia,2020
1980,SE,0.3285,0.2147,0.0624,Europe,Western Europe,Sweden,1980
1981,SE,0.351,0.2033,0.0617,Europe,Western Europe,Sweden,1980
1982,SE,0.3395,0.2196,0.0712,Europe,Western Europe,Sweden,1980
1983,SE,0.3393,0.22,0.0733,Europe,Western Europe,Sweden,1980
1984,SE,0.3347,0.2382,0.0887,Europe,Western Europe,Sweden,1980
1985,SE,0.347,0.2334,0.0867,Europe,Western Europe,Sweden,1980
1986,SE,0.3297,0.2326,0.0806,Europe,Western Europe,Sweden,1980
1987,SE,0.3359,0.2355,0.0818,Europe,Western Europe,Sweden,1980
1988,SE,0.331,0.2415,0.0862,Europe,Western Europe,Sweden,1980
1989,SE,0.3233,0.2434,0.0871,Europe,Western Europe,Sweden,1980
1990,SE,0.3338,0.2179,0.0675,Europe,Western Europe,Sweden,1990
1991,SE,0.323,0.2241,0.0557,Europe,Western Europe,Sweden,1990
1992,SE,0.3243,0.2274,0.0594,Europe,Western Europe,Sweden,1990
1993,SE,0.3263,0.2278,0.0593,Europe,Western Europe,Sweden,1990
1994,SE,0.2855,0.282,0.078,Europe,Western Europe,Sweden,1990
1995,SE,0.2894,0.2727,0.094,Europe,Western Europe,Sweden,1990
1996,SE,0.2918,0.2649,0.0884,Europe,Western Europe,Sweden,1990
1997,SE,0.282,0.2805,0.0992,Europe,Western Europe,Sweden,1990
1998,SE,0.2801,0.2806,0.0982,Europe,Western Europe,Sweden,1990
1999,SE,0.2835,0.2786,0.0966,Europe,Western Europe,Sweden,1990
2000,SE,0.3,0.2679,0.0856,Europe,Western Europe,Sweden,2000
2001,SE,0.3085,0.2488,0.0742,Europe,Western Europe,Sweden,2000
2002,SE,0.3348,0.2385,0.078,Europe,Western Europe,Sweden,2000
2003,SE,0.3281,0.2489,0.0862,Europe,Western Europe,Sweden,2000
2004,SE,0.3081,0.2674,0.0901,Europe,Western Europe,Sweden,2000
2005,SE,0.2897,0.2722,0.0907,Europe,Western Europe,Sweden,2000
2006,SE,0.2887,0.2814,0.1008,Europe,Western Europe,Sweden,2000
2007,SE,0.2824,0.2767,0.0954,Europe,Western Europe,Sweden,2000
2008,SE,0.2766,0.2716,0.0883,Europe,Western Europe,Sweden,2000
2009,SE,0.2802,0.2578,0.0724,Europe,Western Europe,Sweden,2000
2010,SE,0.2691,0.2654,0.0821,Europe,Western Europe,Sweden,2010
2011,SE,0.2744,0.2615,0.0795,Europe,Western Europe,Sweden,2010
2012,SE,0.2898,0.2501,0.0704,Europe,Western Europe,Sweden,2010
2013,SE,0.29,0.251,0.0714,Europe,Western Europe,Sweden,2010
2014,SE,0.2866,0.2521,0.0723,Europe,Western Europe,Sweden,2010
2015,SE,0.2858,0.2551,0.0749,Europe,Western Europe,Sweden,2010
2016,SE,0.2953,0.2375,0.0609,Europe,Western Europe,Sweden,2010
2017,SE,0.2917,0.248,0.07,Europe,Western Europe,Sweden,2010
2018,SE,0.2937,0.2397,0.0648,Europe,Western Europe,Sweden,2010
2019,SE,0.2913,0.2476,0.0717,Europe,Western Europe,Sweden,2010
2020,SE,0.2832,0.2653,0.0867,Europe,Western Europe,Sweden,2020
2021,SE,0.2774,0.2769,0.0986,Europe,Western Europe,Sweden,2020
2022,SE,0.2768,0.2783,0.0997,Europe,Western Europe,Sweden,2020
1980,SI,0.3239,0.1925,0.033,Europe,Eastern Europe,Slovenia,1980
1981,SI,0.3239,0.1925,0.033,Europe,Eastern Europe,Slovenia,1980
1982,SI,0.3239,0.1925,0.033,Europe,Eastern Europe,Slovenia,1980
1983,SI,0.3239,0.1925,0.033,Europe,Eastern Europe,Slovenia,1980
1984,SI,0.3239,0.1925,0.033,Europe,Eastern Europe,Slovenia,1980
1985,SI,0.3239,0.1925,0.033,Europe,Eastern Europe,Slovenia,1980
1986,SI,0.3239,0.1925,0.033,Europe,Eastern Europe,Slovenia,1980
1987,SI,0.3239,0.1925,0.033,Europe,Eastern Europe,Slovenia,1980
1988,SI,0.3239,0.1925,0.033,Europe,Eastern Europe,Slovenia,1980
1989,SI,0.3239,0.1925,0.033,Europe,Eastern Europe,Slovenia,1980
1990,SI,0.3239,0.1925,0.033,Europe,Eastern Europe,Slovenia,1990
1991,SI,0.3236,0.1932,0.0334,Europe,Eastern Europe,Slovenia,1990
1992,SI,0.3095,0.2077,0.043,Europe,Eastern Europe,Slovenia,1990
1993,SI,0.2831,0.2311,0.0466,Europe,Eastern Europe,Slovenia,1990
1994,SI,0.2976,0.2309,0.0474,Europe,Eastern Europe,Slovenia,1990
1995,SI,0.2816,0.2357,0.0489,Europe,Eastern Europe,Slovenia,1990
1996,SI,0.2811,0.2417,0.0484,Europe,Eastern Europe,Slovenia,1990
1997,SI,0.2796,0.2505,0.0492,Europe,Eastern Europe,Slovenia,1990
1998,SI,0.2824,0.2384,0.0559,Europe,Eastern Europe,Slovenia,1990
1999,SI,0.2759,0.2561,0.0608,Europe,Eastern Europe,Slovenia,1990
2000,SI,0.282,0.2411,0.0526,Europe,Eastern Europe,Slovenia,2000
2001,SI,0.2824,0.2417,0.0535,Europe,Eastern Europe,Slovenia,2000
2002,SI,0.2795,0.244,0.052,Europe,Eastern Europe,Slovenia,2000
2003,SI,0.2775,0.2502,0.0565,Europe,Eastern Europe,Slovenia,2000
2004,SI,0.2733,0.2492,0.0542,Europe,Eastern Europe,Slovenia,2000
2005,SI,0.2759,0.2452,0.0519,Europe,Eastern Europe,Slovenia,2000
2006,SI,0.275,0.2478,0.0569,Europe,Eastern Europe,Slovenia,2000
2007,SI,0.2752,0.2475,0.0555,Europe,Eastern Europe,Slovenia,2000
2008,SI,0.2784,0.2475,0.0553,Europe,Eastern Europe,Slovenia,2000
2009,SI,0.2802,0.2441,0.0521,Europe,Eastern Europe,Slovenia,2000
2010,SI,0.2787,0.2446,0.0534,Europe,Eastern Europe,Slovenia,2010
2011,SI,0.2822,0.24,0.0516,Europe,Eastern Europe,Slovenia,2010
2012,SI,0.2772,0.2407,0.049,Europe,Eastern Europe,Slovenia,2010
2013,SI,0.2732,0.2453,0.052,Europe,Eastern Europe,Slovenia,2010
2014,SI,0.2686,0.2536,0.0597,Europe,Eastern Europe,Slovenia,2010
2015,SI,0.2746,0.242,0.052,Europe,Eastern Europe,Slovenia,2010
2016,SI,0.277,0.2442,0.0537,Europe,Eastern Europe,Slovenia,2010
2017,SI,0.2803,0.2476,0.059,Europe,Eastern Europe,Slovenia,2010
2018,SI,0.2844,0.2488,0.0598,Europe,Eastern Europe,Slovenia,2010
2019,SI,0.2846,0.2484,0.0591,Europe,Eastern Europe,Slovenia,2010
2020,SI,0.2826,0.2529,0.0633,Europe,Eastern Europe,Slovenia,2020
2021,SI,0.2828,0.2525,0.0629,Europe,Eastern Europe,Slovenia,2020
1980,SK,0.3122,0.2024,0.0331,Europe,Eastern Europe,Slovakia,1980
1981,SK,0.3073,0.2006,0.0307,Europe,Eastern Europe,Slovakia,1980
1982,SK,0.3279,0.1992,0.0322,Europe,Eastern Europe,Slovakia,1980
1983,SK,0.3295,0.1987,0.0319,Europe,Eastern Europe,Slovakia,1980
1984,SK,0.3311,0.1977,0.0318,Europe,Eastern Europe,Slovakia,1980
1985,SK,0.3319,0.1971,0.0316,Europe,Eastern Europe,Slovakia,1980
1986,SK,0.3319,0.1991,0.0332,Europe,Eastern Europe,Slovakia,1980
1987,SK,0.3315,0.2022,0.0347,Europe,Eastern Europe,Slovakia,1980
1988,SK,0.3315,0.2046,0.0363,Europe,Eastern Europe,Slovakia,1980
1989,SK,0.3308,0.2061,0.0379,Europe,Eastern Europe,Slovakia,1980
1990,SK,0.3278,0.208,0.0402,Europe,Eastern Europe,Slovakia,1990
1991,SK,0.3099,0.2278,0.0521,Europe,Eastern Europe,Slovakia,1990
1992,SK,0.3092,0.2168,0.0459,Europe,Eastern Europe,Slovakia,1990
1993,SK,0.2813,0.2292,0.0511,Europe,Eastern Europe,Slovakia,1990
1994,SK,0.264,0.2348,0.0508,Europe,Eastern Europe,Slovakia,1990
1995,SK,0.2401,0.2464,0.0559,Europe,Eastern Europe,Slovakia,1990
1996,SK,0.2537,0.2497,0.0585,Europe,Eastern Europe,Slovakia,1990
1997,SK,0.27,0.2434,0.0572,Europe,Eastern Europe,Slovakia,1990
1998,SK,0.2732,0.2439,0.0585,Europe,Eastern Europe,Slovakia,1990
1999,SK,0.2754,0.2504,0.0618,Europe,Eastern Europe,Slovakia,1990
2000,SK,0.2752,0.2509,0.0638,Europe,Eastern Europe,Slovakia,2000
2001,SK,0.2695,0.2648,0.0716,Europe,Eastern Europe,Slovakia,2000
2002,SK,0.2671,0.2665,0.0718,Europe,Eastern Europe,Slovakia,2000
2003,SK,0.2664,0.2648,0.0722,Europe,Eastern Europe,Slovakia,2000
2004,SK,0.2594,0.2747,0.0827,Europe,Eastern Europe,Slovakia,2000
2005,SK,0.2608,0.2755,0.0803,Europe,Eastern Europe,Slovakia,2000
2006,SK,0.2592,0.2834,0.0851,Europe,Eastern Europe,Slovakia,2000
2007,SK,0.2606,0.2839,0.0839,Europe,Eastern Europe,Slovakia,2000
2008,SK,0.2634,0.28,0.0796,Europe,Eastern Europe,Slovakia,2000
2009,SK,0.2608,0.2742,0.0812,Europe,Eastern Europe,Slovakia,2000
2010,SK,0.2491,0.2957,0.098,Europe,Eastern Europe,Slovakia,2010
2011,SK,0.2498,0.2877,0.0862,Europe,Eastern Europe,Slovakia,2010
2012,SK,0.2549,0.2814,0.086,Europe,Eastern Europe,Slovakia,2010
2013,SK,0.256,0.3058,0.1053,Europe,Eastern Europe,Slovakia,2010
2014,SK,0.2754,0.278,0.0891,Europe,Eastern Europe,Slovakia,2010
2015,SK,0.2664,0.2928,0.0996,Europe,Eastern Europe,Slovakia,2010
2016,SK,0.2797,0.2671,0.0758,Europe,Eastern Europe,Slovakia,2010
2017,SK,0.2934,0.2442,0.0683,Europe,Eastern Europe,Slovakia,2010
2018,SK,0.2825,0.2474,0.0635,Europe,Eastern Europe,Slovakia,2010
2019,SK,0.2919,0.2373,0.0606,Europe,Eastern Europe,Slovakia,2010
2020,SK,0.2951,0.23,0.0543,Europe,Eastern Europe,Slovakia,2020
2021,SK,0.2948,0.2307,0.0549,Europe,Eastern Europe,Slovakia,2020
1980,US,0.2544,0.2912,0.0834,Americas,North America,USA,1980
1981,US,0.2492,0.3003,0.0898,Americas,North America,USA,1980
1982,US,0.241,0.3053,0.0933,Americas,North America,USA,1980
1983,US,0.2322,0.3141,0.0984,Americas,North America,USA,1980
1984,US,0.2252,0.3274,0.1067,Americas,North America,USA,1980
1985,US,0.2245,0.3284,0.1091,Americas,North America,USA,1980
1986,US,0.221,0.3238,0.1031,Americas,North America,USA,1980
1987,US,0.2202,0.3301,0.1138,Americas,North America,USA,1980
1988,US,0.212,0.3512,0.1339,Americas,North America,USA,1980
1989,US,0.2149,0.3459,0.1287,Americas,North America,USA,1980
1990,US,0.2145,0.3452,0.1281,Americas,North America,USA,1990
1991,US,0.2159,0.3379,0.1167,Americas,North America,USA,1990
1992,US,0.2091,0.3475,0.1251,Americas,North America,USA,1990
1993,US,0.2123,0.3414,0.1166,Americas,North America,USA,1990
1994,US,0.2134,0.3401,0.1153,Americas,North America,USA,1990
1995,US,0.2107,0.3457,0.1192,Americas,North America,USA,1990
1996,US,0.2068,0.3537,0.1253,Americas,North America,USA,1990
1997,US,0.2044,0.3592,0.1313,Americas,North America,USA,1990
1998,US,0.2029,0.3608,0.1326,Americas,North America,USA,1990
1999,US,0.1999,0.3641,0.1356,Americas,North America,USA,1990
2000,US,0.1962,0.369,0.1405,Americas,North America,USA,2000
2001,US,0.1985,0.3676,0.1397,Americas,North America,USA,2000
2002,US,0.1987,0.368,0.1402,Americas,North America,USA,2000
2003,US,0.1952,0.3716,0.1436,Americas,North America,USA,2000
2004,US,0.1924,0.3772,0.1484,Americas,North America,USA,2000
2005,US,0.1904,0.3837,0.1546,Americas,North America,USA,2000
2006,US,0.1885,0.3879,0.1574,Americas,North America,USA,2000
2007,US,0.1928,0.3806,0.1523,Americas,North America,USA,2000
2008,US,0.1984,0.374,0.1486,Americas,North America,USA,2000
2009,US,0.1938,0.3724,0.1443,Americas,North America,USA,2000
2010,US,0.1937,0.3833,0.1557,Americas,North America,USA,2010
2011,US,0.1907,0.3879,0.1581,Americas,North America,USA,2010
2012,US,0.1822,0.4016,0.1694,Americas,North America,USA,2010
2013,US,0.1854,0.3935,0.1585,Americas,North America,USA,2010
2014,US,0.1824,0.3984,0.1621,Americas,North America,USA,2010
2015,US,0.1836,0.3959,0.1596,Americas,North America,USA,2010
2016,US,0.1811,0.3961,0.1592,Americas,North America,USA,2010
2017,US,0.1838,0.397,0.161,Americas,North America,USA,2010
2018,US,0.1802,0.4035,0.1655,Americas,North America,USA,2010
2019,US,0.1832,0.4018,0.164,Americas,North America,USA,2010
