year,country,npopuli999,rcaincj992,rdiincj992,rhwealj992,rptincj992,gcaincj992,gdiincj992,ghwealj992,gptincj992
2022,GY,808726,NaN,21.3336963653564,NaN,26.7550964355469,NaN,0.619378934858166,0.757658228836902,0.651272280463602
1980,HK,4978544,NaN,10.9372215270996,NaN,11.8203363418579,NaN,0.509622906111684,NaN,0.525696246654194
1981,HK,5077742,NaN,10.4307098388672,NaN,11.8203315734863,NaN,0.499463320754879,NaN,0.525696174884148
1982,HK,5166905,NaN,10.4173593521118,NaN,11.7858991622925,NaN,0.497734125048959,NaN,0.523761522368204
1983,HK,5252127,NaN,10.48655128479,NaN,11.7572765350342,NaN,0.497785063032396,NaN,0.522119124454667
1984,HK,5333571,NaN,10.6741189956665,NaN,11.7331018447876,NaN,0.500451888868406,NaN,0.520707124179857
1985,HK,5411680,NaN,10.5699138641357,NaN,11.7124156951904,NaN,0.497406297909319,NaN,0.519480368915739
1986,HK,5492791,NaN,10.7273931503296,NaN,11.6945209503174,NaN,0.499657525544294,NaN,0.51840465969643
1987,HK,5578533,NaN,11.3580980300903,NaN,12.4131584167481,NaN,0.511298695965313,NaN,0.530139208708992
1988,HK,5665617,NaN,11.7343082427978,NaN,12.9354734420776,NaN,0.517770795058259,NaN,0.538077301818998
1989,HK,5752708,NaN,11.9169092178345,NaN,13.3322448730469,NaN,0.520693592355661,NaN,0.543804786349238
1990,HK,5838574,NaN,12.060845375061,NaN,13.6438817977905,NaN,0.522933120473527,NaN,0.548132162087316
1991,HK,5923447,NaN,12.4273328781128,NaN,13.8951272964478,NaN,0.528827904523907,NaN,0.551517073670278
1992,HK,6007685,NaN,12.0086793899536,NaN,13.4917097091675,NaN,0.52214844526564,NaN,0.54573935523081
1993,HK,6089808,NaN,11.6239538192749,NaN,13.1763954162598,NaN,0.515781577853886,NaN,0.541164663064015
1994,HK,6168707,NaN,11.4221506118774,NaN,12.9231634140015,NaN,0.512512666097727,NaN,0.537452738094801
1995,HK,6243859,NaN,11.1772136688232,16.0790824890137,12.7153215408325,NaN,0.508400439678523,0.580327825354289,0.534380499361369
1996,HK,6333444,NaN,11.1960754394531,17.9514617919922,12.5416746139526,NaN,0.508903413089113,0.599785346885938,0.531795799626531
1997,HK,6441236,NaN,11.6272869110107,19.0022678375244,12.9201774597168,NaN,0.516117086072535,0.610170349479972,0.537265407375703
1998,HK,6546057,NaN,11.7543573379517,19.8746643066406,13.3017501831055,NaN,0.517863189843595,0.618091005809561,0.542574996138031
1999,HK,6641965,NaN,12.2173433303833,20.5804023742676,13.6864194869995,NaN,0.525167053727344,0.623806472867159,0.547731305057734
2000,HK,6731195,NaN,12.3667659759522,21.1341876983643,14.0742282867432,NaN,0.527289605667253,0.628203047351121,0.552740979808979
2001,HK,6801542,NaN,12.7935447692871,21.5953006744385,14.4652090072632,NaN,0.533622362449318,0.632294143656964,0.557610136634791
2002,HK,6848847,NaN,13.5273685455322,22.0125370025635,15.4250774383545,NaN,0.54406350752115,0.635307460360423,0.569249328445352
2003,HK,6886457,NaN,14.1786651611328,24.0232601165771,16.3881111145019,NaN,0.552839325608661,0.649655077334728,0.58012341494001
2004,HK,6915998,NaN,14.9996433258057,26.2821083068848,17.3543205261231,NaN,0.563286287924473,0.664112132219771,0.590305337214494
2005,HK,6936874,NaN,15.9518451690674,28.8593444824219,18.3237380981445,NaN,0.574605136655165,0.679128682185137,0.599859291321877
2006,HK,6960595,NaN,16.4318695068359,31.861608505249,19.2963676452637,NaN,0.580008404609135,0.692797875381643,0.608841527329883
2007,HK,7001456,NaN,16.4743595123291,35.4131774902344,19.3389415740967,NaN,0.580422823546687,0.707563625299372,0.609122595437492
2008,HK,7050677,NaN,16.6195049285889,39.6872444152832,19.3793640136719,NaN,0.582050424619341,0.722286663457226,0.609387850629156
2009,HK,7094595,NaN,16.5072441101074,44.9334602355957,19.4177761077881,NaN,0.580872717366733,0.738099863519778,0.609638189403606
2010,HK,7132438,NaN,16.6490898132324,51.3939018249512,19.4543361663818,NaN,0.582327178427889,0.752984651873703,0.609875195370535
2011,HK,7175364,NaN,16.0659580230713,57.5967483520508,19.4891738891602,NaN,0.575652051341444,0.769183102690931,0.610099592120081
2012,HK,7234060,NaN,15.6303701400757,57.0136070251465,19.0894145965576,NaN,0.570661690174795,0.766640863317548,0.606470618874574
2013,HK,7296827,NaN,15.2414875030518,57.0137786865234,18.7152709960938,NaN,0.565907101050191,0.766599560364398,0.602972602660619
2014,HK,7352183,NaN,15.3015241622925,57.3453598022461,18.3643531799316,NaN,0.566445291792702,0.768156570440283,0.599598778123345
2015,HK,7399838,NaN,14.7009077072144,59.0338668823242,18.0345668792725,NaN,0.558897049706124,0.773224742382013,0.596342535443402
2016,HK,7435927,NaN,14.7556781768799,59.0025520324707,17.7240524291992,NaN,0.559437005321128,0.773123398567009,0.593197849963463
2017,HK,7461519,NaN,14.8104257583618,58.8945007324219,17.7240524291992,NaN,0.560112788467284,0.772752750059453,0.593197857414044
2018,HK,7481555,NaN,14.4698123931885,58.6935882568359,17.7240524291992,NaN,0.555639385922929,0.772359418635688,0.593197844259112
2019,HK,7496122,NaN,14.0862531661987,58.5867385864258,17.7240524291992,NaN,0.550432253356738,0.771802056117622,0.593197834713056
2020,HK,7500958,NaN,14.058385848999,58.5170021057129,17.7240543365479,NaN,0.549953771177998,0.771478144711295,0.59319790130262
2021,HK,7494578,NaN,14.0583906173706,58.4112510681152,17.7240543365479,NaN,0.549953705551134,0.77111919429251,0.59319790130262
2022,HK,7488865,NaN,14.058385848999,NaN,17.7240543365479,NaN,0.549953729210275,0.772515392412174,0.59319790130262
1980,HN,3777990,NaN,27.6671581268311,NaN,32.3135719299316,NaN,0.656310666111571,NaN,0.675726708510213
1981,HN,3895736,NaN,27.8232421875,NaN,32.3135719299316,NaN,0.657043010417914,NaN,0.675726708510213
1982,HN,4015647,NaN,27.310676574707,NaN,32.3135719299316,NaN,0.654805558797876,NaN,0.675726708510213
1983,HN,4137784,NaN,27.1913814544678,NaN,32.3135719299316,NaN,0.654466569984303,NaN,0.675726708510213
1984,HN,4261919,NaN,27.1069107055664,NaN,32.3135719299316,NaN,0.654254849113583,NaN,0.675726708510213
1985,HN,4387693,NaN,27.1472454071045,NaN,32.3135719299316,NaN,0.654552038468105,NaN,0.675726708510213
1986,HN,4515568,NaN,27.6189060211182,NaN,32.3135719299316,NaN,0.656810459137507,NaN,0.675726708510213
1987,HN,4645733,NaN,28.0308570861816,NaN,32.3135719299316,NaN,0.658653990930834,NaN,0.675726708510213
1988,HN,4778114,NaN,28.2720584869385,NaN,32.3135719299316,NaN,0.659695109729681,NaN,0.675726708510213
1989,HN,4913676,NaN,29.1212329864502,NaN,32.3135719299316,NaN,0.66306053943044,NaN,0.675726708510213
1990,HN,5053234,NaN,27.550817489624,NaN,32.3135719299316,NaN,0.655987776530015,NaN,0.675726708510213
1991,HN,5196887,NaN,27.1351699829102,NaN,32.3135719299316,NaN,0.653795716302314,NaN,0.675726708510213
1992,HN,5344774,NaN,26.7914505004883,NaN,32.3135719299316,NaN,0.651951320145844,NaN,0.675726708510213
1993,HN,5496841,NaN,26.8582401275635,NaN,32.3135719299316,NaN,0.652282569869853,NaN,0.675726708510213
1994,HN,5652934,NaN,27.1054191589356,NaN,32.3135719299316,NaN,0.653713697465975,NaN,0.675726708510213
1995,HN,5812832,NaN,26.682107925415,141.528503417969,32.3135719299316,NaN,0.651178511277283,0.815993259259557,0.675726708510213
1996,HN,5976550,NaN,26.8770294189453,141.672393798828,32.3135719299316,NaN,0.65241989738652,0.816063693536762,0.675726708510213
1997,HN,6144112,NaN,26.8896484375,141.816207885742,32.3135719299316,NaN,0.652533459568392,0.816063693536762,0.675726708510213
1998,HN,6308537,NaN,26.7215232849121,141.959945678711,32.3135719299316,NaN,0.651670992533089,0.81608205239479,0.675726708510213
1999,HN,6477365,NaN,27.1201801300049,142.104278564453,32.3135719299316,NaN,0.654084325782802,0.816097254014579,0.675726708510213
2000,HN,6656725,NaN,27.2195720672607,142.248886108398,32.3135719299316,NaN,0.654710033398599,0.816125533337981,0.675726708510213
2001,HN,6837861,NaN,29.9190273284912,142.394119262695,34.4670333862305,NaN,0.66800293898156,0.816161890071129,0.684572773952212
2002,HN,7019908,NaN,29.7488842010498,142.539245605469,34.3348770141602,NaN,0.667184119595192,0.816188502796336,0.684038338983947
2003,HN,7201881,NaN,28.8614273071289,179.628067016602,33.0275421142578,NaN,0.665253384632256,0.829609489873064,0.681745984756777
2004,HN,7383407,NaN,27.5208072662354,137.505035400391,31.6523780822754,NaN,0.658398043017516,0.814195559728944,0.67631872894041
2005,HN,7564613,NaN,26.7505989074707,124.445159912109,31.8217906951904,NaN,0.65364950533035,0.807202211467001,0.676097928444374
2006,HN,7745200,NaN,25.2136669158936,177.055236816406,30.5659084320068,NaN,0.646051622727821,0.828410051024008,0.671932019042616
2007,HN,7924462,NaN,25.007511138916,200.009368896484,31.5394229888916,NaN,0.646569623197511,0.834931029902151,0.67828021194122
2008,HN,8101777,NaN,24.587043762207,162.692962646484,30.9266338348389,NaN,0.643457881256679,0.824288770066943,0.675074411659908
2009,HN,8277302,NaN,23.4835586547852,118.699310302734,29.3634624481201,NaN,0.635056453549309,0.803165988360945,0.666209369775132
2010,HN,8450933,NaN,22.7670593261719,104.671546936035,28.7816848754883,NaN,0.631322026563855,0.7936325614221,0.664583898583429
2011,HN,8622504,NaN,21.4571514129639,114.077529907227,27.6060390472412,NaN,0.621904180854354,0.800315621480706,0.659022499980843
2012,HN,8792367,NaN,20.6985683441162,85.1564178466797,26.4008541107178,NaN,0.615796357778562,0.775476162321496,0.652166459373174
2013,HN,8960657,NaN,20.3243389129639,97.396858215332,26.5685482025146,NaN,0.613913279903278,0.787607798474426,0.654622077574373
2014,HN,9127846,NaN,20.3515663146973,89.7748794555664,25.7754974365234,NaN,0.613935390780277,0.780306696431751,0.649789469632388
2015,HN,9294505,NaN,20.8520030975342,87.6812744140625,25.7250022888184,NaN,0.617572191153402,0.777908824288772,0.649301707179367
2016,HN,9460798,NaN,20.6529293060303,82.7089538574219,25.805700302124,NaN,0.616803682600712,0.77176147814518,0.650749743890443
2017,HN,9626842,NaN,20.8999290466309,75.8956985473633,25.8768920898438,NaN,0.617629456713362,0.762986743774945,0.650017900567842
2018,HN,9792850,NaN,21.1258106231689,72.3055267333984,25.9574165344238,NaN,0.619513228088031,0.757848920209568,0.650727686531244
2019,HN,9958829,NaN,20.5736656188965,71.6973648071289,25.3045215606689,NaN,0.614542915090098,0.757022568728871,0.645988359637926
2020,HN,10121763,NaN,20.439754486084,71.7148132324219,29.4034461975098,NaN,0.613704778147543,0.757046747476608,0.664292921262653
2021,HN,10278345,NaN,22.5568256378174,71.732292175293,26.7550945281982,NaN,0.627048552151092,0.757046747476608,0.651272247750897
2022,HN,10432860,NaN,22.5568256378174,NaN,26.7550964355469,NaN,0.627048568680874,0.757682364779214,0.651272276738312
1980,HR,4680144,NaN,3.90592312812805,NaN,5.68609762191772,NaN,0.301515927301742,NaN,0.391309502063159
1981,HR,4703980,NaN,3.91078805923462,NaN,5.68609762191772,NaN,0.301801142023638,NaN,0.391309502063159
1982,HR,4728725,NaN,3.91507267951965,NaN,5.68609762191772,NaN,0.302052764268554,NaN,0.391309502063159
1983,HR,4751890,5.12030458450317,3.91892194747925,NaN,5.68609762191772,0.371676726359464,0.302279067392807,NaN,0.391309502063159
1984,HR,4776362,5.28037357330322,4.02355146408081,NaN,5.90441226959229,0.376605062366385,0.309036049454612,NaN,0.399386541088737
1985,HR,4803325,5.34038400650024,4.0753378868103,NaN,5.99141931533813,0.379348148209381,0.310529418061831,NaN,0.400976451146749
1986,HR,4828684,5.33224439620972,4.12393856048584,NaN,6.10073947906494,0.380174093966949,0.314919572920685,NaN,0.406280547935893
1987,HR,4849962,4.8576078414917,3.82780146598816,NaN,5.55278825759888,0.358028159670645,0.300228008007335,NaN,0.388044916382027
1988,HR,4865828,4.98498773574829,3.88963508605957,NaN,5.68223476409912,0.365786373668931,0.305452283230074,NaN,0.394307109343437
1989,HR,4874182,6.1007513999939,4.46512842178345,NaN,6.62020015716553,0.406579894865383,0.327213743691424,NaN,0.420077490277964
1990,HR,4873707,6.18344688415527,4.641770362854,NaN,6.92074775695801,0.407877901517436,0.336905256744498,NaN,0.429454354111785
1991,HR,4844522,6.59641742706299,4.58151531219482,NaN,7.13530826568604,0.41793344566054,0.33231644577974,NaN,0.433017177727559
1992,HR,4798321,6.24570417404175,4.60566663742065,NaN,7.28267049789429,0.408984384547313,0.33089126614865,NaN,0.435574570360628
1993,HR,4792403,6.5145673751831,4.63293266296387,NaN,7.44043016433716,0.415644980952354,0.33115021775961,NaN,0.439484299114875
1994,HR,4819426,6.77731800079346,4.67081022262573,NaN,7.45508909225464,0.420714376475103,0.330963926789947,NaN,0.438605821190595
1995,HR,4807100,6.36268424987793,4.84393072128296,57.1237182617188,7.69704103469849,0.407441713369718,0.336958151205731,0.77464638654601,0.443051881915523
1996,HR,4758628,6.65140295028687,4.95560026168823,55.2321395874023,7.74400091171265,0.4153104360166,0.341394669714857,0.745611818205447,0.443585749644834
1997,HR,4711373,6.71800804138184,5.16734600067139,55.4175148010254,7.91853284835815,0.417602215003396,0.349394411352945,0.746307784695773,0.44697218646653
1998,HR,4659932,7.09420156478882,4.84140491485596,55.5612907409668,7.34925603866577,0.432282120694863,0.332133487166907,0.746322843029333,0.434088864708036
1999,HR,4605329,8.11373329162598,4.87253713607788,55.9466667175293,7.54582929611206,0.458068463083574,0.333274079459096,0.747049374386819,0.440498924601024
2000,HR,4548434,7.15591239929199,4.81744003295898,55.3805885314941,7.04800367355347,0.432560403234766,0.330045185592037,0.745415915825788,0.423451199095816
2001,HR,4506759,6.98244094848633,4.97084474563599,55.2627296447754,7.48572492599487,0.428501156142409,0.336004786293616,0.745394252629751,0.434057955376602
2002,HR,4482868,6.28941297531128,4.69363880157471,54.920597076416,7.1144905090332,0.408588981707825,0.324824145239845,0.744635544208109,0.425777678961093
2003,HR,4461139,6.10123252868652,4.7328052520752,54.7039985656738,7.00528144836426,0.403144619299626,0.330279307682647,0.744399974982429,0.424307356488962
2004,HR,4443350,6.26767110824585,4.91259288787842,55.1686859130859,7.2422251701355,0.405233666818955,0.337505808837451,0.745057699916771,0.430347362922586
2005,HR,4429681,6.77529573440552,5.51180696487427,55.5699729919434,8.13913345336914,0.418617858147103,0.363555294462252,0.746671720411655,0.452547893202198
2006,HR,4417560,6.62058544158935,5.51209688186646,55.9405097961426,8.19075107574463,0.414673551274153,0.362905524272294,0.747002788008643,0.453122325331495
2007,HR,4405532,6.91454935073853,5.82771110534668,56.4039306640625,8.74519824981689,0.422199515460255,0.374665877043913,0.748343768391379,0.465477478784795
2008,HR,4393664,6.75538301467896,5.70110130310059,56.0301818847656,8.3036994934082,0.418112113169741,0.369618009880478,0.747952722979193,0.455828598328171
2009,HR,4382130,6.46040678024292,5.26476287841797,55.3017654418945,8.11081886291504,0.41075861234656,0.355348386943307,0.745890550490259,0.452660079090617
2010,HR,4368682,6.627845287323,5.60693788528442,55.0327682495117,8.52306175231934,0.416755023206502,0.366769816322407,0.745758066770634,0.460869032981165
2011,HR,4351842,6.9491982460022,5.72052717208862,55.4117279052734,8.83015155792236,0.423403601199354,0.369262244628993,0.747607856258867,0.466497398291638
2012,HR,4331595,6.66244220733643,5.75423288345337,55.4860687255859,8.79298686981201,0.416709928398117,0.370057274940725,0.747244476257805,0.465869705156031
2013,HR,4308854,6.74014520645142,5.68908023834229,55.5845069885254,8.52256870269775,0.418258176272824,0.367135068868826,0.747735589726574,0.460724738592452
2014,HR,4283972,7.02278280258179,5.8004961013794,55.3524322509766,8.86555004119873,0.424904834997275,0.370242392676239,0.748360195703185,0.467084378456667
2015,HR,4254815,7.06355667114258,5.87390518188477,55.0005264282227,8.85131168365479,0.425799712224901,0.372730925133332,0.748368423025056,0.466929541899553
2016,HR,4223751,6.52176761627197,5.62513303756714,55.0678749084473,8.38948440551758,0.412483836915364,0.365392971854057,0.746511785181724,0.457659533856319
2017,HR,4192467,6.83904933929443,5.72545480728149,31.6721057891846,8.51063060760498,0.421643491778566,0.370308512946076,0.674066824741189,0.460684841340916
2018,HR,4160485,6.62608003616333,5.9711446762085,54.8101196289062,8.8601541519165,0.415299374422219,0.375894858303189,0.749384497915003,0.466078762757213
2019,HR,4129752,6.52980709075928,6.25971937179565,54.7945251464844,9.35011100769043,0.41290562798806,0.383060128474987,0.749086190483752,0.475207290233321
2020,HR,4096869,6.43215179443359,6.20525026321411,54.7971801757812,9.28449058532715,0.410654416106475,0.381102592318478,0.749094673415584,0.473932570728964
2021,HR,4060135,6.44274473190308,5.66490507125854,54.7997169494629,8.42901420593262,0.410901840589641,0.371616415576543,0.749103140049243,0.46024656868949
2022,HR,4030358,NaN,5.64737939834595,NaN,8.40259552001953,NaN,0.371057793446173,0.749111619417789,0.459707491767906
1980,HT,5646676,NaN,30.2805480957031,NaN,32.3135948181152,NaN,0.668231378243431,NaN,0.675726781736644
1981,HT,5760197,NaN,30.0412006378174,NaN,32.3135948181152,NaN,0.666899263373094,NaN,0.675726781736644
1982,HT,5877684,NaN,29.6182899475098,NaN,32.3135948181152,NaN,0.665203619919132,NaN,0.675726781736644
1983,HT,5997739,NaN,29.6246929168701,NaN,32.3135948181152,NaN,0.665298445038323,NaN,0.675726781736644
1984,HT,6119932,NaN,30.1413593292236,NaN,32.3135948181152,NaN,0.667498282154912,NaN,0.675726781736644
1985,HT,6245539,NaN,30.1056118011475,NaN,32.3135948181152,NaN,0.667419146051061,NaN,0.675726781736644
1986,HT,6375097,NaN,30.4448070526123,NaN,32.3135948181152,NaN,0.668834859539515,NaN,0.675726781736644
1987,HT,6508349,NaN,28.6293792724609,NaN,32.3135948181152,NaN,0.661231955666959,NaN,0.675726781736644
1988,HT,6644959,NaN,28.9765872955322,NaN,32.3135948181152,NaN,0.662723283941497,NaN,0.675726781736644
1989,HT,6784161,NaN,29.2302055358887,NaN,32.3135948181152,NaN,0.663724766949738,NaN,0.675726781736644
1990,HT,6925331,NaN,29.5028495788574,NaN,32.3135948181152,NaN,0.664881052727093,NaN,0.675726781736644
1991,HT,7066055,NaN,29.478178024292,NaN,32.3135948181152,NaN,0.664708847923901,NaN,0.675726781736644
1992,HT,7205780,NaN,29.7126331329346,NaN,32.3135948181152,NaN,0.665703361323494,NaN,0.675726781736644
1993,HT,7345940,NaN,29.8469009399414,NaN,32.3135948181152,NaN,0.666382503876725,NaN,0.675726781736644
1994,HT,7486091,NaN,29.9903373718262,NaN,32.3135948181152,NaN,0.666816710051084,NaN,0.675726781736644
1995,HT,7627316,NaN,30.1263790130615,150.576171875,32.3135948181152,NaN,0.667539578713369,0.819414505167316,0.675726781736644
1996,HT,7770593,NaN,30.1704826354981,150.740188598633,32.3135948181152,NaN,0.667665154982519,0.819414505167316,0.675726781736644
1997,HT,7915172,NaN,30.2736892700195,150.904937744141,32.3135948181152,NaN,0.668138793576849,0.819432464548044,0.675726781736644
1998,HT,8060896,NaN,30.497013092041,151.069610595703,32.3135948181152,NaN,0.66910620023105,0.819572809052062,0.675726781736644
1999,HT,8208941,NaN,30.6266536712646,151.235412597656,32.3135948181152,NaN,0.669542964411651,0.819759435873777,0.675726781736644
2000,HT,8360225,NaN,30.6517009735107,151.400741577148,32.3135948181152,NaN,0.669396682345096,0.819901122145524,0.675726781736644
2001,HT,8511728,NaN,32.991382598877,151.567184448242,34.4670333862305,NaN,0.679593684014723,0.819919080924876,0.68457270980737
2002,HT,8661546,NaN,33.4441871643066,151.733963012695,34.3348770141602,NaN,0.681163576063353,0.819937065783023,0.684038247993549
2003,HT,8812245,NaN,32.2254066467285,179.86555480957,33.0275421142578,NaN,0.679024998514387,0.82982022695947,0.681745977306196
2004,HT,8961489,NaN,30.6765098571777,136.704345703125,31.6523780822754,NaN,0.672618953059199,0.8141557981711,0.676318711361697
2005,HT,9111900,NaN,30.8419589996338,124.551750183105,31.8217678070068,NaN,0.672332439435975,0.807249162892248,0.676097911680568
2006,HT,9266288,NaN,30.2017269134521,175.005432128906,30.5659313201904,NaN,0.670567198919175,0.827889540345922,0.67193206921762
2007,HT,9420826,NaN,30.2569408416748,200.304748535156,31.5394229888916,NaN,0.673205115876241,0.834947479401507,0.678280210091308
2008,HT,9575247,NaN,29.6685180664062,160.971054077148,30.9266338348389,NaN,0.66989432585645,0.823827312660853,0.675074434710142
2009,HT,9730638,NaN,28.391149520874,118.131462097168,29.3634433746338,NaN,0.661997924809551,0.802841536036794,0.66620929241715
2010,HT,9842880,NaN,27.8846263885498,104.740852355957,28.7817001342773,NaN,0.660483770281055,0.793690885864208,0.664583825299984
2011,HT,9954312,NaN,27.3875789642334,114.164123535156,27.6060390472412,NaN,0.658001956428049,0.800381112795264,0.659022532647164
2012,HT,10108539,NaN,25.982048034668,85.1928176879883,26.4008712768555,NaN,0.649811037230405,0.775476162321496,0.652166402155044
2013,HT,10261206,NaN,26.2005138397217,97.4527282714844,26.568546295166,NaN,0.652631264458321,0.787607798474426,0.654621991019581
2014,HT,10412740,NaN,25.3546333312988,89.8184280395508,25.7754974365234,NaN,0.647333211179975,0.780327719397576,0.649789424579659
2015,HT,10563757,NaN,25.2277526855469,87.721549987793,25.7250022888184,NaN,0.646433850758503,0.777985776970525,0.649301728279644
2016,HT,10713849,NaN,25.2379760742188,82.9388885498047,25.805700302124,NaN,0.647492863455551,0.771967702874349,0.650749658822675
2017,HT,10863543,NaN,25.2873859405518,75.9186935424805,25.8768768310547,NaN,0.646640686829737,0.763009930367502,0.650017808602466
2018,HT,11012421,NaN,25.4170589447021,71.749870300293,25.9574012756348,NaN,0.647662810717665,0.757043450874562,0.650727692075524
2019,HT,11160438,NaN,24.8143711090088,72.3237152099609,25.3045101165771,NaN,0.643122086067187,0.758020850602662,0.645988403060841
2020,HT,11306801,NaN,20.8978786468506,72.3420181274414,29.403450012207,NaN,0.623788053795059,0.757903900701677,0.664293038970367
2021,HT,11447569,NaN,26.3196182250977,72.3603210449219,26.7550964355469,NaN,0.648965568179296,0.757974662534423,0.651272268123578
2022,HT,11584996,NaN,26.3196029663086,NaN,26.7550964355469,NaN,0.648965591869814,0.758609926968376,0.651272317250844
1980,HU,10709000,1.95888960361481,2.19281315803528,NaN,2.91082525253296,0.146592961915119,0.19926173449041,NaN,0.262945174969593
1981,HU,10705000,1.91173017024994,2.13472580909729,NaN,2.80276942253113,0.138291622004349,0.191663731193665,NaN,0.253198955254823
1982,HU,10695000,1.88474631309509,2.08300948143005,NaN,2.75547337532044,0.134129750767222,0.186405621100417,NaN,0.249700464691565
1983,HU,10671000,1.77085030078888,1.95984184741974,NaN,2.56090712547302,0.118680716987138,0.174301191752403,NaN,0.234770240629731
1984,HU,10640000,1.66675543785095,1.82597172260284,NaN,2.35588073730469,0.101978316113735,0.160074642610716,NaN,0.217636058340025
1985,HU,10599000,1.72608947753906,1.85415720939636,NaN,2.40544247627258,0.109528806083361,0.162262692340484,NaN,0.221012597191831
1986,HU,10560000,1.7284369468689,1.88177227973938,NaN,2.45118522644043,0.108637646027474,0.164780894722427,NaN,0.224507097147158
1987,HU,10509000,1.88581764698029,2.00065088272095,NaN,2.62101936340332,0.12513186599901,0.174611961491537,NaN,0.235918384452991
1988,HU,10464000,2.0389678478241,2.16976523399353,NaN,2.8781955242157,0.140945061586225,0.186644841128515,NaN,0.250607638260035
1989,HU,10421000,2.40635919570923,2.50494146347046,NaN,3.398756980896,0.181679070580164,0.212441696528232,NaN,0.282414649556365
1990,HU,10375000,2.76765060424805,2.8126015663147,NaN,3.90930914878845,0.208052239454543,0.231187757285662,NaN,0.307191412822563
1991,HU,10373000,3.34101676940918,2.98041892051697,NaN,4.34091329574585,0.25648746289533,0.235076720953499,NaN,0.322714730041231
1992,HU,10374000,3.84581160545349,3.44347238540649,NaN,4.77139282226562,0.290381941354054,0.256127238946985,NaN,0.335966640121623
1993,HU,10365000,3.94319987297058,3.51781535148621,NaN,4.86932945251465,0.298222260129913,0.259939587414673,NaN,0.340331371883735
1994,HU,10350000,4.0583553314209,3.51135420799255,NaN,4.92180967330933,0.303525990500294,0.25768496130083,NaN,0.342072237980055
1995,HU,10337000,3.58123254776001,3.13589715957642,61.6895294189453,4.53897190093994,0.272393471490411,0.226595429315212,0.744849221616768,0.323124196087564
1996,HU,10321000,3.69362664222717,3.20901894569397,61.6922073364258,4.5571460723877,0.272165285707898,0.23026799580536,0.744861494133872,0.321902162057457
1997,HU,10301000,3.80911421775818,3.4592342376709,61.749137878418,4.90201425552368,0.27852911968719,0.244901934599274,0.744990725689519,0.33612759384981
1998,HU,10280000,3.8356237411499,3.59533858299255,61.7845458984375,5.11838722229004,0.281843747048413,0.253552355915676,0.745033971413179,0.345235741869001
1999,HU,10253000,4.21280574798584,3.71343231201172,61.8778190612793,5.40106058120728,0.303195640093557,0.259975687310294,0.745232850634224,0.357622413731155
2000,HU,10222000,4.14581060409546,3.90661025047302,61.8613128662109,5.81219434738159,0.305479827091838,0.277740952976217,0.745120748945709,0.378034801544301
2001,HU,10200000,4.27641534805298,3.92490959167481,62.3493423461914,5.61953401565552,0.309082002850626,0.265059355544139,0.746132100597031,0.359307307863372
2002,HU,10175000,4.85264301300049,4.2499589920044,63.0678558349609,6.26832342147827,0.332361952356134,0.284530317316106,0.747282908812217,0.386703821988235
2003,HU,10142000,4.94359350204468,4.30219984054565,63.2509498596191,6.4939751625061,0.337813941288582,0.290788597967885,0.74726230100103,0.39846195886337
2004,HU,10117000,4.57126426696777,4.23197746276855,62.7273902893066,6.39701080322266,0.319601210446672,0.288734413427681,0.746606357896695,0.396164066485065
2005,HU,10098000,5.08044052124023,4.16400575637817,63.7593460083008,6.0862078666687,0.340619232430521,0.266809840018016,0.74867317930147,0.368213832024376
2006,HU,10077000,5.4850926399231,5.02794551849365,64.6948013305664,8.65646553039551,0.357798412606577,0.321731906174424,0.750726213950287,0.45015721981664
2007,HU,10066000,5.14559698104858,5.55994081497192,65.0045166015625,10.9996480941772,0.350061746987393,0.359755251311592,0.751195816880362,0.503876567100198
2008,HU,10045000,4.84099531173706,5.26371622085571,64.3705520629883,9.78908729553223,0.336896142209382,0.347578464303774,0.749953786722678,0.48372667732688
2009,HU,10031000,4.85527563095093,5.07062196731567,63.6754035949707,9.20345783233643,0.338407892695614,0.338489221601552,0.748592793949655,0.469994754109308
2010,HU,10014000,5.70862197875977,4.78071451187134,63.919548034668,7.3133716583252,0.372820868094951,0.319492203446398,0.749154250179245,0.427564033841868
2011,HU,9986000,5.48079586029053,4.7820930480957,63.4770736694336,7.04717016220093,0.36521291199589,0.323354723680858,0.747804547369746,0.420884555404708
2012,HU,9932000,5.42367839813232,4.59359550476074,62.8854026794434,6.75749254226685,0.366732031086761,0.316790799211537,0.746827285063944,0.41343754248015
2013,HU,9909000,5.68093776702881,4.94707679748535,63.7123680114746,7.22500991821289,0.372434942370383,0.331680409277769,0.748680501857223,0.42621323164941
2014,HU,9877000,5.81420135498047,4.87240982055664,63.4021644592285,7.1486177444458,0.377826502801859,0.3291858835901,0.747882103547497,0.424552678969146
2015,HU,9856000,5.59513235092163,4.80393981933594,64.7971954345703,7.14248943328857,0.36932717918318,0.326955027155201,0.756463457517413,0.425451027603856
2016,HU,9826823,5.73851633071899,4.90210819244385,76.7791137695312,7.1225380897522,0.37629129126649,0.328935993432769,0.776237215337034,0.422716620137521
2017,HU,9800629,5.69467210769653,4.97051048278809,85.8332366943359,7.1179370880127,0.373222093989273,0.333252930669378,0.790879782478186,0.42289914881081
2018,HU,9788031,5.60476160049438,5.20266342163086,86.2312774658203,7.23398303985596,0.369829052704947,0.345172042377978,0.790077523879233,0.426773794512346
