year,country,npopuli999,rcaincj992,rdiincj992,rhwealj992,rptincj992,gcaincj992,gdiincj992,ghwealj992,gptincj992
2020,VN,96648688,NaN,10.7981357574463,63.1619148254395,14.9511547088623,NaN,0.499209659157575,0.742059185683871,0.561584440075759
2021,VN,97468032,NaN,11.8536319732666,64.1219863891602,16.4683647155762,NaN,0.516806616537711,0.744186021045124,0.578893475995724
2022,VN,98186856,NaN,11.8536348342896,NaN,16.4683647155762,NaN,0.516806538801379,0.74475118318054,0.578893475995724
1980,VU,118156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,VU,120887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,VU,123748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,VU,126743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,VU,129873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,VU,133119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986,VU,136488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987,VU,139956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988,VU,143528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989,VU,147181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,VU,150882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991,VU,154678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,VU,158577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,VU,162548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,VU,166560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,VU,170612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996,VU,174714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,VU,178871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,VU,183088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999,VU,187432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,VU,192074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,VU,197034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,VU,202125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003,VU,207258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004,VU,212422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005,VU,217632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,VU,222923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,VU,228345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,VU,233952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,VU,239689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,VU,245453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,VU,251294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,VU,257313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,VU,263534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,VU,269927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,VU,276438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,VU,283218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,VU,290239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,VU,297298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,VU,304404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,VU,311685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,VU,319137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,VU,326740,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,WF,11315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,WF,11743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,WF,12194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,WF,12511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,WF,12665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,WF,12794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986,WF,12919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987,WF,13046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988,WF,13175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989,WF,13312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,WF,13454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991,WF,13598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,WF,13748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,WF,13900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,WF,14046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,WF,14180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996,WF,14291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,WF,14390,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,WF,14490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999,WF,14601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,WF,14723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,WF,14852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,WF,14988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003,WF,15031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004,WF,14853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005,WF,14553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,WF,14260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,WF,13964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,WF,13665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,WF,13392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,WF,13142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,WF,12900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,WF,12671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,WF,12464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,WF,12307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,WF,12182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,WF,12060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,WF,11936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,WF,11816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,WF,11714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,WF,11655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,WF,11627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,WF,11572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,WO,4560596170,NaN,33.1827697753906,NaN,41.7294311523438,NaN,0.657275985712072,NaN,0.690736900338912
1981,WO,4642191632,NaN,32.2352905273438,NaN,40.6418342590332,NaN,0.655139735119171,NaN,0.689190343023014
1982,WO,4726286461,NaN,30.6738815307617,NaN,39.2630767822266,NaN,0.650634826078075,NaN,0.686168230959687
1983,WO,4810494156,NaN,31.0007343292236,NaN,39.1742515563965,NaN,0.651572420556228,NaN,0.686076768851485
1984,WO,4894520323,NaN,30.6630001068115,NaN,38.6004409790039,NaN,0.652151648040121,NaN,0.686071975342955
1985,WO,4980585381,NaN,30.8366298675537,NaN,38.8093605041504,NaN,0.653420506224446,NaN,0.687290186636481
1986,WO,5069477365,NaN,31.2074279785156,NaN,39.1881675720215,NaN,0.655139658334697,NaN,0.688505339996752
1987,WO,5161064324,NaN,31.1483383178711,NaN,39.0742950439453,NaN,0.655515471011647,NaN,0.688971659641958
1988,WO,5252836116,NaN,32.237232208252,NaN,40.2499771118164,NaN,0.660505702988708,NaN,0.693254570694577
1989,WO,5344866462,NaN,32.6318206787109,NaN,40.8977890014648,NaN,0.662258184397899,NaN,0.695639942995015
1990,WO,5436582113,NaN,32.6076545715332,NaN,40.8000259399414,NaN,0.663718507742921,NaN,0.697082213337332
1991,WO,5543658161,NaN,32.6926460266113,NaN,40.5360946655273,NaN,0.664368065530503,NaN,0.695879500910586
1992,WO,5629992343,NaN,33.0879440307617,NaN,41.054874420166,NaN,0.6669057945765,NaN,0.698383562419224
1993,WO,5714225625,NaN,32.6543960571289,NaN,40.6461753845215,NaN,0.666041754557106,NaN,0.697780757285066
1994,WO,5796769277,NaN,32.9899978637695,NaN,41.2427406311035,NaN,0.669102089667994,NaN,0.700994004695843
1995,WO,5879138933,NaN,32.1798477172852,262.922821044922,40.26220703125,NaN,0.668215539032325,0.873231853166601,0.700158868904005
1996,WO,5960863321,NaN,32.3259239196777,258.634887695312,40.234302520752,NaN,0.670137794614121,0.872919358485632,0.701658776010561
1997,WO,6041744087,NaN,31.7893371582031,241.924957275391,39.2557106018066,NaN,0.669097387417715,0.871926265729797,0.699707231025414
1998,WO,6121710895,NaN,32.5691337585449,242.605438232422,39.9513473510742,NaN,0.673282699585627,0.872849915912667,0.703074925100012
1999,WO,6201366802,NaN,33.0013160705566,242.070892333984,40.4697380065918,NaN,0.675307342150084,0.871897062908317,0.705028511977964
2000,WO,6282569257,NaN,33.2783699035645,216.10432434082,40.885009765625,NaN,0.676230537238801,0.86953014674026,0.705997290545298
2001,WO,6364565002,NaN,32.9809341430664,209.54768371582,40.8572273254395,NaN,0.674796785546526,0.866606900959368,0.705272011198673
2002,WO,6445911757,NaN,32.7033538818359,205.478805541992,40.5660667419434,NaN,0.672705414858399,0.861306911724029,0.703531344439867
2003,WO,6527637376,NaN,32.5645332336426,209.31037902832,40.6453018188477,NaN,0.672084694590644,0.860996207397193,0.703562188581643
2004,WO,6608559807,NaN,32.1543884277344,207.880142211914,40.7060546875,NaN,0.67085177726846,0.86243253550424,0.703947898118351
2005,WO,6690372361,NaN,31.7469234466553,209.909408569336,40.1126327514648,NaN,0.668569761090879,0.86313431107726,0.701758685856291
2006,WO,6773039348,NaN,30.6817207336426,210.538223266602,39.5609283447266,NaN,0.664437854974778,0.863558667079076,0.700483791562959
2007,WO,6857086386,NaN,29.5966377258301,213.147872924805,38.2360610961914,NaN,0.659168446039153,0.86170666760205,0.695690449422855
2008,WO,6942292145,NaN,28.2784118652344,210.291549682617,36.8459739685059,NaN,0.652904158926582,0.859700590257773,0.690534494993258
2009,WO,7028203858,NaN,26.4622802734375,215.016250610352,34.9445457458496,NaN,0.643408926517694,0.854433829751656,0.683053833443012
2010,WO,7114695615,NaN,26.3106231689453,223.650024414062,34.5313682556152,NaN,0.642200450803507,0.855598225211907,0.681160071507975
2011,WO,7200646591,NaN,25.947229385376,231.810180664062,34.3435287475586,NaN,0.640596351431334,0.858387713786044,0.680786740601192
2012,WO,7287128706,NaN,25.2811889648438,220.231704711914,33.4335136413574,NaN,0.636771584514648,0.855129770279063,0.676839513418216
2013,WO,7373983532,NaN,24.8778572082519,212.971160888672,33.0536880493164,NaN,0.633906343377937,0.853868713308827,0.675129219669415
2014,WO,7461164877,NaN,24.3406066894531,213.523986816406,32.3968772888184,NaN,0.630752856582461,0.853605659387483,0.672173547913587
2015,WO,7549767122,NaN,24.1085510253906,205.855621337891,32.1136474609375,NaN,0.629471623905857,0.852029938543865,0.671425730564025
2016,WO,7635916486,NaN,23.9523105621338,201.980728149414,31.9857292175293,NaN,0.626626781168255,0.849007312076651,0.668818307568927
2017,WO,7721831298,NaN,23.9705657958984,199.845703125,32.1254615783691,NaN,0.62674686890373,0.849106299581422,0.669628361811817
2018,WO,7804895493,NaN,23.9051074981689,199.177551269531,32.0754737854004,NaN,0.626279062107969,0.846545270317733,0.669001558412916
2019,WO,7885074950,NaN,23.5157356262207,197.374130249023,31.6932945251465,NaN,0.623134775558007,0.844532728761976,0.666701462056992
2020,WO,7960621319,NaN,23.6386680603027,201.604751586914,32.3869819641113,NaN,0.623627842176418,0.847630837223505,0.669251555658306
2021,WO,8027580584,NaN,23.9679832458496,200.039489746094,32.504638671875,NaN,0.625409315303756,0.849720820018888,0.66943113055018
2022,WO,8093619571,NaN,24.4388484954834,NaN,32.2239646911621,NaN,0.628745674777235,0.847190504895536,0.668823642454157
1980,WS,164905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,WS,166190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,WS,166885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,WS,166944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,WS,166779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,WS,166517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986,WS,166365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987,WS,166773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988,WS,167452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989,WS,167886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,WS,168186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991,WS,168701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,WS,169799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,WS,171362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,WS,173107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,WS,174902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996,WS,176713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,WS,178543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,WS,180385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999,WS,182211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,WS,184008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,WS,185530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,WS,186630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003,WS,187440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004,WS,188073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005,WS,188626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,WS,189379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,WS,190478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,WS,191787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,WS,193176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,WS,194672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,WS,196351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,WS,198124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,WS,199939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,WS,201757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,WS,203571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,WS,205544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,WS,207630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,WS,209701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,WS,211905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,WS,214929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,WS,218764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,WS,222382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,XS,1259704599,NaN,13.7886037826538,NaN,14.7722911834717,NaN,0.549561028747192,NaN,0.563061801925151
1981,XS,1289295127,NaN,13.3070640563965,NaN,14.2996444702148,NaN,0.543079923872526,NaN,0.55708264091254
1982,XS,1319643530,NaN,13.0871047973633,NaN,14.0020132064819,NaN,0.54039636256519,NaN,0.553333003634854
1983,XS,1351208292,NaN,14.6798477172852,NaN,15.6808385848999,NaN,0.560842086175533,NaN,0.573293845611865
1984,XS,1383366788,NaN,13.8132448196411,NaN,14.7846994400024,NaN,0.550027777598388,NaN,0.562724166117441
1985,XS,1415850481,NaN,14.0404710769653,NaN,15.0856962203979,NaN,0.552784753474157,NaN,0.566604467546313
1986,XS,1448491882,NaN,14.1752510070801,NaN,15.1827478408813,NaN,0.554517538879601,NaN,0.56760599036901
1987,XS,1481280152,NaN,14.3078718185425,NaN,15.2926197052002,NaN,0.556436461637141,NaN,0.569019327619067
1988,XS,1514490079,NaN,15.057412147522,NaN,16.0518093109131,NaN,0.565598116601969,NaN,0.577717821383693
1989,XS,1548227843,NaN,15.0810737609863,NaN,16.0477066040039,NaN,0.566044945585595,NaN,0.577651278251004
1990,XS,1582056587,NaN,14.7099905014038,NaN,15.6434555053711,NaN,0.561766868332903,NaN,0.573627798216634
1991,XS,1615897945,NaN,14.8487977981567,NaN,15.9174518585205,NaN,0.563321631296546,NaN,0.576629047401653
1992,XS,1650553358,NaN,15.5100193023682,NaN,16.7344760894775,NaN,0.571091069921671,NaN,0.585307967650046
1993,XS,1686134424,NaN,16.15598487854,NaN,17.3020515441894,NaN,0.578913664156254,NaN,0.591586783652062
1994,XS,1721755170,NaN,16.8022766113281,NaN,18.0475692749023,NaN,0.585432445664509,NaN,0.598805957840625
1995,XS,1756978510,NaN,16.81862449646,65.1343307495117,18.238245010376,NaN,0.585692268086341,0.761556232543796,0.600880046411341
1996,XS,1792011919,NaN,16.7102146148682,65.0352554321289,18.1758575439453,NaN,0.584968777881357,0.760391382186128,0.600281462718108
1997,XS,1827123079,NaN,16.1886253356934,65.1282653808594,17.4692134857178,NaN,0.579459105815886,0.7602297308527,0.59357416712151
1998,XS,1862354968,NaN,15.5088367462158,64.550422668457,16.679780960083,NaN,0.571334720894811,0.758060547741195,0.584886129866035
1999,XS,1897496706,NaN,15.244683265686,65.273307800293,16.4433975219727,NaN,0.568426515026879,0.757660352681853,0.582711572494205
2000,XS,1932342932,NaN,15.4056272506714,61.9403228759766,16.6567935943604,NaN,0.570060636443138,0.751941152824827,0.584680305524593
2001,XS,1967291139,NaN,15.6936550140381,60.7184028625488,16.9661197662354,NaN,0.573368747176268,0.750336247632333,0.588206152671674
2002,XS,2002560178,NaN,15.9621086120606,58.6515007019043,17.2206573486328,NaN,0.576685687341723,0.746748626030126,0.590824056629742
2003,XS,2037281517,NaN,16.4435405731201,56.6847190856934,17.9155998229981,NaN,0.582063747817301,0.743435614270254,0.597923100575862
2004,XS,2070904575,NaN,16.8589324951172,57.135871887207,18.4155616760254,NaN,0.586443535352217,0.741861667560386,0.602915683793455
2005,XS,2103722001,NaN,17.1810779571533,56.4862480163574,19.012825012207,NaN,0.590045251516287,0.741680004035857,0.608738056990589
2006,XS,2135739450,NaN,17.3372859954834,55.7844696044922,19.3331241607666,NaN,0.591527613361571,0.740790192054646,0.61117538993097
2007,XS,2166819037,NaN,17.6461353302002,56.7085990905762,19.8028507232666,NaN,0.594507824025889,0.746933606348136,0.6152953633853
2008,XS,2197563051,NaN,18.1811332702637,59.3280258178711,20.5663394927979,NaN,0.599743562930172,0.756459196863489,0.622151309008046
2009,XS,2228721752,NaN,18.3355121612549,58.0983009338379,20.8586177825928,NaN,0.601487526565478,0.748865834779508,0.624409311630998
2010,XS,2260324326,NaN,19.1299877166748,65.108642578125,21.7982978820801,NaN,0.608701917715848,0.761543416706729,0.631416775334131
2011,XS,2292162329,NaN,19.8349418640137,72.0231094360352,22.6918144226074,NaN,0.614774509064397,0.771909632030884,0.638193271028989
2012,XS,2323519200,NaN,20.2097549438477,72.9772109985352,22.8247795104981,NaN,0.617862835636359,0.773440815270305,0.638805690366588
2013,XS,2353941122,NaN,19.9613628387451,72.8563613891602,22.6159515380859,NaN,0.615468420874485,0.774877971376668,0.63720510614732
2014,XS,2383534822,NaN,20.4463996887207,76.7041320800781,23.2049026489258,NaN,0.619511099367955,0.779574213402896,0.641267067091924
2015,XS,2412189358,NaN,20.1824283599854,75.9813766479492,22.8957920074463,NaN,0.617627875632273,0.77966266716453,0.639201545234577
2016,XS,2440828807,NaN,19.4218826293945,76.1599349975586,22.1082458496094,NaN,0.610385437219406,0.777768778491236,0.632938198132742
2017,XS,2469630895,NaN,18.9185028076172,75.1713256835938,21.5776710510254,NaN,0.606136111528485,0.776849943565026,0.629059200263413
2018,XS,2497828744,NaN,19.2445182800293,74.8680801391602,22.1443939208984,NaN,0.609251040399329,0.776804116445703,0.633652193296903
2019,XS,2525342277,NaN,19.4470691680908,73.6204147338867,21.9348068237305,NaN,0.610732643361018,0.773979269985318,0.631935920851539
2020,XS,2552491990,NaN,19.3082103729248,72.4252166748047,22.6026935577393,NaN,0.609460380047508,0.77214231492411,0.636845791451776
2021,XS,2577325166,NaN,18.9332237243652,74.3166351318359,21.6714916229248,NaN,0.605624867024673,0.775202892681591,0.629301597079937
2022,XS,2600124158,NaN,18.5319690704346,NaN,21.6085529327393,NaN,0.601794030682143,0.775718841383593,0.628584061124023
1980,YE,9204938,NaN,25.7320919036865,NaN,27.8929309844971,NaN,0.650712894273781,NaN,0.662422964374535
1981,YE,9529105,NaN,25.7277545928955,NaN,27.8929309844971,NaN,0.65068972931595,NaN,0.662422964374535
1982,YE,9872292,NaN,25.7234344482422,NaN,27.8929309844971,NaN,0.650666801072056,NaN,0.662422964374535
1983,YE,10237391,NaN,25.7190361022949,NaN,27.8929309844971,NaN,0.650643373490482,NaN,0.662422964374535
1984,YE,10625687,NaN,25.7147006988525,NaN,27.8929309844971,NaN,0.650620544900008,NaN,0.662422964374535
1985,YE,11036918,NaN,25.7102127075195,NaN,27.8929309844971,NaN,0.65059716211416,NaN,0.662422964374535
1986,YE,11465444,NaN,25.7058429718018,NaN,27.8929309844971,NaN,0.650574266644647,NaN,0.662422964374535
1987,YE,11915563,NaN,25.7018451690674,NaN,27.8929309844971,NaN,0.650553433835995,NaN,0.662422964374535
1988,YE,12387238,NaN,25.698055267334,NaN,27.8929309844971,NaN,0.650533749292691,NaN,0.662422964374535
1989,YE,12872362,NaN,25.8035755157471,NaN,27.8929309844971,NaN,0.651134227652904,NaN,0.662422964374535
1990,YE,13375121,NaN,25.9146499633789,NaN,27.8929309844971,NaN,0.65173840149297,NaN,0.662422967634164
1991,YE,13895851,NaN,25.3775062561035,NaN,27.8929309844971,NaN,0.648508856373851,NaN,0.662422968099825
1992,YE,14433771,NaN,26.4076995849609,NaN,27.8929309844971,NaN,0.654569690228101,NaN,0.662423001046555
1993,YE,14988047,NaN,26.2921981811523,NaN,27.8929309844971,NaN,0.65394830971303,NaN,0.662422922988888
1994,YE,15553171,NaN,26.5306091308594,NaN,27.8929328918457,NaN,0.655163822166365,NaN,0.662423028171325
1995,YE,16103339,NaN,25.7930107116699,78.7864608764648,27.8929328918457,NaN,0.651362153973459,0.767221836488062,0.662422993827612
1996,YE,16614326,NaN,25.6432647705078,78.8134841918945,27.8929328918457,NaN,0.650185497906207,0.767303480490312,0.662423004654237
1997,YE,17108680,NaN,24.9270401000977,78.8405380249023,27.8929138183594,NaN,0.646127442118981,0.767303480490312,0.662422952500172
1998,YE,17608132,NaN,27.2988204956055,79.2232360839844,27.8929138183594,NaN,0.659753859960631,0.76781876830708,0.662422946766718
1999,YE,18114552,NaN,27.7155818939209,78.8675994873047,28.4911479949951,NaN,0.663014427064276,0.767378140073703,0.666478358020882
2000,YE,18628700,NaN,28.7793769836426,78.7056045532227,29.0991859436035,NaN,0.669209800563998,0.767176699690964,0.670510598644377
2001,YE,19143456,NaN,29.7240734100342,78.7325820922852,29.7173080444336,NaN,0.67514045072928,0.767199473411978,0.67452002938758
2002,YE,19660652,NaN,30.0686302185059,79.2508010864258,30.3457546234131,NaN,0.67740328024783,0.768096902353193,0.678506802224611
2003,YE,20188800,NaN,30.937801361084,79.2784957885742,30.9847850799561,NaN,0.682466422720758,0.7680926990503,0.682471047757794
2004,YE,20733406,NaN,30.0074939727783,79.3060913085938,31.6346549987793,NaN,0.679879751654326,0.7680926990503,0.686413000412365
2005,YE,21320672,NaN,31.6084880828857,79.3340606689453,32.2956466674805,NaN,0.68800404618181,0.768115899809942,0.690332797350713
2006,YE,21966298,NaN,32.1327285766602,79.3616943359375,32.9680480957031,NaN,0.691214831063462,0.768115899809942,0.694230684404864
2007,YE,22641538,NaN,33.314868927002,78.8946838378906,32.7714614868164,NaN,0.695412282154187,0.7672338052285,0.693014813200129
2008,YE,23329004,NaN,33.4202919006348,78.9218978881836,32.5668411254883,NaN,0.695402712498371,0.767419109670527,0.691739964922839
2009,YE,24029588,NaN,29.5799598693848,79.3895950317383,32.3536529541016,NaN,0.67865035150863,0.768138375558806,0.690401761279929
2010,YE,24743946,NaN,29.4633941650391,78.9492645263672,32.13134765625,NaN,0.677712905003439,0.767419109670527,0.688995348447392
2011,YE,25475610,NaN,27.9021377563477,78.9762802124023,31.8992958068848,NaN,0.668621673493675,0.767434797857504,0.687515190251233
2012,YE,26223392,NaN,28.3698024749756,79.0036697387695,31.6569194793701,NaN,0.670123433243042,0.767434797857504,0.685955666407708
2013,YE,26984002,NaN,28.4781684875488,79.0308456420898,31.4034805297852,NaN,0.670060483063374,0.767561984585399,0.684310011226515
2014,YE,27753304,NaN,28.5016822814941,79.0582733154297,31.1381683349609,NaN,0.669569444174691,0.767561984585399,0.682570852679348
2015,YE,28516544,NaN,28.8171367645264,78.7594528198242,31.1381683349609,NaN,0.671057337205475,0.767199473411978,0.682570893128215
2016,YE,29274002,NaN,28.8040943145752,79.4173812866211,31.1381683349609,NaN,0.670995947168784,0.768161425032218,0.682570832655912
2017,YE,30034388,NaN,28.7890281677246,79.0857238769531,31.1381683349609,NaN,0.670924877789801,0.767769371969479,0.682570912687183
2018,YE,30790512,NaN,28.7787914276123,79.1131896972656,31.1381683349609,NaN,0.670876151196431,0.767620659362791,0.682570835682711
2019,YE,31546692,NaN,28.8088397979736,79.1405487060547,31.1381683349609,NaN,0.671017886023336,0.767801362899917,0.682570838475485
2020,YE,32284046,NaN,28.3817043304443,79.1681747436523,31.1381912231445,NaN,0.668603727619292,0.767654412072005,0.682570933292695
2021,YE,32981642,NaN,28.3816871643066,79.1955795288086,31.1381721496582,NaN,0.668603731576191,0.767877765496706,0.682570928507559
2022,YE,33696616,NaN,28.381685256958,NaN,31.1381721496582,NaN,0.668603623390773,0.768575607838443,0.682570928507559
1980,YU,21054892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,YU,21199920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,YU,21327736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,YU,21441456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,YU,21550840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,YU,21657344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
