year,country,p0p1,p0p10,p0p50,p90p100,p999p100,p99p100
1987,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1988,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1989,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1990,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1991,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1992,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1993,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1994,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1995,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1996,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1997,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1998,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
1999,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
2000,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
2001,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
2002,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
2003,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
2004,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
2005,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
2006,MU,0,0.0025,0.152,0.4578,0.0365,0.1374
2007,MU,0,0.0025,0.1501,0.4643,0.0387,0.1429
2008,MU,0,0.0024,0.1481,0.4707,0.0409,0.1483
2009,MU,0,0.0024,0.1461,0.4772,0.0431,0.1538
2010,MU,0,0.0023,0.1441,0.4836,0.0453,0.1592
2011,MU,0,0.0023,0.1421,0.49,0.0475,0.1647
2012,MU,0,0.0023,0.1402,0.4965,0.0498,0.1701
2013,MU,0,0.0023,0.1417,0.492,0.05,0.1679
2014,MU,0,0.0023,0.1433,0.4875,0.0502,0.1656
2015,MU,0,0.0023,0.1449,0.483,0.0505,0.1634
2016,MU,0,0.0024,0.1465,0.4785,0.0508,0.1612
2017,MU,0,0.0024,0.1481,0.474,0.0511,0.1589
2018,MU,0,0.0024,0.1481,0.474,0.0511,0.1589
2019,MU,0,0.0024,0.1481,0.474,0.0511,0.1589
2020,MU,0,0.0024,0.1481,0.474,0.0511,0.1589
2021,MU,0,0.0024,0.1481,0.474,0.0511,0.1589
2022,MU,0,0.0024,0.1481,0.474,0.0511,0.1589
1980,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1981,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1982,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1983,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1984,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1985,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1986,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1987,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1988,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1989,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1990,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1991,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1992,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1993,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1994,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1995,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1996,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1997,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1998,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1999,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
2000,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
2001,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
2002,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
2003,MV,0,0.0019,0.1159,0.562,0.2065,0.3324
2004,MV,0,0.0019,0.1198,0.547,0.1846,0.3101
2005,MV,0,0.002,0.1233,0.5316,0.1616,0.287
2006,MV,0,0.002,0.1264,0.5162,0.138,0.2634
2007,MV,0,0.002,0.1291,0.5008,0.1143,0.2397
2008,MV,0,0.0021,0.1364,0.4818,0.0889,0.2131
2009,MV,0,0.0022,0.1415,0.4635,0.0625,0.1861
2010,MV,0,0.0023,0.1441,0.4563,0.0608,0.1808
2011,MV,0,0.0024,0.1514,0.4447,0.0562,0.1712
2012,MV,0,0.0025,0.1569,0.4349,0.0527,0.1634
2013,MV,0,0.0027,0.1626,0.4252,0.0491,0.1555
2014,MV,0,0.0028,0.1688,0.415,0.0452,0.1471
2015,MV,0,0.003,0.176,0.4036,0.0406,0.1377
2016,MV,0,0.0031,0.1809,0.3949,0.0375,0.1307
2017,MV,0,0.0031,0.1808,0.3951,0.0375,0.1308
2018,MV,0,0.0031,0.1808,0.3951,0.0375,0.1308
2019,MV,0,0.0031,0.1808,0.3951,0.0375,0.1308
2020,MV,0,0.0031,0.1808,0.3951,0.0375,0.1308
2021,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
2022,MV,0,0.0019,0.1137,0.5772,0.2305,0.3561
1980,MW,0,0.0022,0.1323,0.5135,0.0592,0.1914
1981,MW,0,0.0022,0.1323,0.5135,0.0592,0.1914
1982,MW,0,0.0022,0.1323,0.5135,0.0592,0.1914
