year,country,p0p1,p0p10,p0p50,p90p100,p999p100,p99p100
1980,ET,0,0.0028,0.1656,0.4497,0.0297,0.149
1981,ET,0,0.0028,0.1656,0.4497,0.0297,0.149
1982,ET,0,0.0027,0.1619,0.4593,0.0356,0.1596
1983,ET,0,0.0027,0.1582,0.4689,0.0419,0.1702
1984,ET,0,0.0026,0.1544,0.4785,0.0486,0.1808
1985,ET,0,0.0025,0.1507,0.4881,0.0557,0.1914
1986,ET,0,0.0025,0.147,0.4976,0.0633,0.202
1987,ET,0,0.0024,0.1432,0.5072,0.0711,0.2126
1988,ET,0,0.0023,0.1395,0.5167,0.0793,0.2232
1989,ET,0,0.0023,0.1358,0.5262,0.0879,0.2338
1990,ET,0,0.0022,0.1321,0.5358,0.0967,0.2443
1991,ET,0,0.0021,0.1284,0.5453,0.1058,0.2549
1992,ET,0,0.0021,0.1247,0.5548,0.1151,0.2654
1993,ET,0,0.002,0.121,0.5643,0.1247,0.2759
1994,ET,0,0.0019,0.1173,0.5737,0.1345,0.2864
1995,ET,0,0.0019,0.1136,0.5832,0.1445,0.2969
1996,ET,0,0.0022,0.1293,0.5438,0.116,0.2568
1997,ET,0,0.0024,0.1451,0.5042,0.0885,0.2166
1998,ET,0,0.0027,0.161,0.4644,0.0623,0.1762
1999,ET,0,0.003,0.1769,0.4245,0.0382,0.1356
2000,ET,0,0.003,0.1766,0.4257,0.0403,0.1387
2001,ET,0,0.003,0.1762,0.4269,0.0423,0.1419
2002,ET,0,0.003,0.1759,0.4281,0.0444,0.145
2003,ET,0,0.003,0.1755,0.4293,0.0466,0.1482
2004,ET,0,0.003,0.1752,0.4305,0.0487,0.1513
2005,ET,0,0.003,0.1735,0.4332,0.0482,0.151
2006,ET,0,0.0029,0.1717,0.4359,0.0476,0.1506
2007,ET,0,0.0029,0.17,0.4386,0.0471,0.1502
2008,ET,0,0.0028,0.1683,0.4413,0.0465,0.1499
2009,ET,0,0.0028,0.1666,0.444,0.046,0.1495
2010,ET,0,0.0028,0.1649,0.4466,0.0454,0.1491
2011,ET,0,0.0027,0.1636,0.4483,0.0435,0.147
2012,ET,0,0.0027,0.1623,0.4499,0.0416,0.1448
2013,ET,0,0.0027,0.161,0.4515,0.0398,0.1426
2014,ET,0,0.0026,0.1597,0.4531,0.038,0.1404
2015,ET,0,0.0026,0.1584,0.4547,0.0363,0.1382
2016,ET,0,0.0026,0.1584,0.4547,0.0363,0.1382
2017,ET,0,0.0026,0.1584,0.4547,0.0363,0.1382
2018,ET,0,0.0026,0.1584,0.4547,0.0363,0.1382
2019,ET,0,0.0026,0.1584,0.4547,0.0363,0.1382
2020,ET,0,0.0026,0.1584,0.4547,0.0363,0.1382
2021,ET,0,0.0026,0.1584,0.4547,0.0363,0.1382
2022,ET,0,0.0026,0.1584,0.4547,0.0363,0.1382
1980,FI,0,0.0043,0.2204,0.2863,0.0167,0.0674
1981,FI,0,0.0059,0.2733,0.2804,0.0131,0.0592
1982,FI,0,0.0058,0.2684,0.276,0.0121,0.0555
1983,FI,0,0.0058,0.2689,0.2763,0.0127,0.0563
1984,FI,0,0.0061,0.2823,0.287,0.0157,0.0647
1985,FI,0,0.0057,0.2659,0.2832,0.0142,0.0612
1986,FI,0,0.0057,0.2685,0.2795,0.0128,0.0579
1987,FI,0,0.0051,0.2487,0.2852,0.0183,0.0703
1988,FI,0,0.0057,0.2656,0.2904,0.0184,0.0721
1989,FI,0,0.0041,0.2516,0.2772,0.0124,0.0607
1990,FI,0,0.006,0.2822,0.2691,0.0099,0.0529
1991,FI,0,0.0063,0.2952,0.2529,0.0065,0.0437
1992,FI,0,0.0061,0.2899,0.2579,0.0091,0.0471
1993,FI,0,0.0062,0.293,0.277,0.012,0.0599
1994,FI,0,0.0054,0.2556,0.3035,0.02,0.0783
1995,FI,0,0.0057,0.2705,0.317,0.0289,0.0948
1996,FI,0,0.0056,0.2667,0.3204,0.029,0.0955
1997,FI,0,0.0048,0.2458,0.3373,0.0382,0.1112
1998,FI,0,0.0053,0.2539,0.3456,0.0431,0.1209
1999,FI,0,0.0054,0.2565,0.3568,0.05,0.1342
2000,FI,0,0.0053,0.2523,0.37,0.0547,0.1435
2001,FI,0,0.0053,0.2519,0.3615,0.0516,0.1365
2002,FI,0,0.0054,0.2583,0.3542,0.0489,0.1319
2003,FI,0,0.0002,0.1918,0.3293,0.0448,0.1195
2004,FI,0,0.0001,0.2075,0.3299,0.0502,0.1264
2005,FI,0,0.0039,0.2299,0.316,0.0363,0.1029
2006,FI,0,0.004,0.2311,0.3192,0.039,0.1078
2007,FI,0,0.004,0.2308,0.3193,0.0383,0.1066
2008,FI,0,0.0039,0.2231,0.3292,0.0351,0.1048
2009,FI,0,0.0041,0.2282,0.308,0.0243,0.0834
2010,FI,0,0.0038,0.2168,0.3193,0.0273,0.09
2011,FI,0,0.0038,0.218,0.3164,0.0257,0.0868
2012,FI,0,0.0039,0.2204,0.3106,0.0237,0.0828
2013,FI,0,0.0039,0.2234,0.3088,0.0226,0.0812
2014,FI,0,0.0039,0.2227,0.3134,0.0245,0.0848
2015,FI,0,0.0038,0.2185,0.3223,0.0268,0.0897
2016,FI,0,0.0039,0.2206,0.3218,0.0276,0.091
2017,FI,0,0.0039,0.22,0.331,0.0319,0.0988
2018,FI,0,0.0039,0.221,0.3286,0.0312,0.0973
2019,FI,0,0.0039,0.2211,0.3273,0.03,0.0955
2020,FI,0,0.0039,0.218,0.3355,0.0343,0.1031
2021,FI,0,0.0042,0.2342,0.3195,0.041,0.1088
2022,FI,0,0.0042,0.2353,0.3164,0.0396,0.1062
1980,FR,0,0.0036,0.2174,0.3127,0.0262,0.0832
1981,FR,0,0.0035,0.2182,0.3075,0.026,0.0825
1982,FR,0,0.0036,0.2208,0.2994,0.0234,0.0767
1983,FR,0,0.0035,0.214,0.3004,0.0218,0.0749
1984,FR,0,0.0035,0.2159,0.3026,0.0223,0.0756
1985,FR,0,0.0034,0.2112,0.3087,0.0234,0.0782
1986,FR,0,0.0033,0.207,0.3183,0.0264,0.0836
1987,FR,0,0.0033,0.2045,0.3262,0.0306,0.0899
1988,FR,0,0.0032,0.2016,0.3298,0.032,0.0901
1989,FR,0,0.0032,0.1998,0.3319,0.0338,0.0946
1990,FR,0,0.0032,0.2007,0.3274,0.0358,0.0947
1991,FR,0,0.0032,0.2047,0.3259,0.0372,0.0929
1992,FR,0,0.0032,0.2063,0.3183,0.0319,0.0873
1993,FR,0,0.0031,0.2032,0.3213,0.0343,0.0918
1994,FR,0,0.0031,0.2015,0.3216,0.0355,0.093
1995,FR,0,0.003,0.1997,0.3208,0.035,0.0933
1996,FR,0,0.0031,0.2036,0.3262,0.0391,0.1015
1997,FR,0,0.0031,0.2033,0.3286,0.0409,0.1056
1998,FR,0,0.0031,0.2035,0.3315,0.0414,0.108
1999,FR,0,0.0032,0.2059,0.3306,0.0402,0.107
2000,FR,0,0.0033,0.2067,0.3345,0.0427,0.1114
2001,FR,0,0.0033,0.2061,0.3379,0.0445,0.1144
2002,FR,0,0.0034,0.2112,0.3322,0.0428,0.1107
2003,FR,0,0.0035,0.2115,0.3359,0.0438,0.1147
2004,FR,0,0.0034,0.2106,0.3384,0.0452,0.1172
2005,FR,0,0.0035,0.2121,0.3367,0.0423,0.1157
2006,FR,0,0.0036,0.2139,0.3347,0.0404,0.1133
2007,FR,0,0.0035,0.2121,0.3418,0.0413,0.1179
2008,FR,0,0.0037,0.211,0.3415,0.0417,0.1172
2009,FR,0,0.0037,0.221,0.3246,0.0341,0.1027
2010,FR,0,0.0035,0.2171,0.3283,0.0384,0.1091
2011,FR,0,0.0035,0.214,0.335,0.0422,0.1154
2012,FR,0,0.0036,0.2187,0.3248,0.0356,0.1052
2013,FR,0,0.0036,0.2189,0.3273,0.0348,0.1066
2014,FR,0,0.0036,0.2185,0.3285,0.0365,0.1082
2015,FR,0,0.0033,0.2055,0.3334,0.0351,0.1034
2016,FR,0,0.0034,0.2065,0.3338,0.0356,0.1039
2017,FR,0,0.0034,0.206,0.336,0.0387,0.1075
2018,FR,0,0.0033,0.2037,0.3426,0.0466,0.1171
2019,FR,0,0.0033,0.2054,0.3398,0.0434,0.1136
2020,FR,0,0.0033,0.2062,0.3374,0.0417,0.111
2021,FR,0,0.0033,0.2034,0.3479,0.0555,0.1269
2022,FR,0,0.0033,0.2034,0.3479,0.0555,0.1269
1980,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1981,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1982,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1983,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1984,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1985,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1986,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1987,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1988,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1989,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1990,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1991,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1992,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1993,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1994,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1995,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1996,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1997,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1998,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
1999,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
2000,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
2001,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
2002,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
2003,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
2004,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
2005,GA,0,0.002,0.1251,0.5078,0.0508,0.1714
2006,GA,0,0.002,0.1267,0.5016,0.0484,0.1663
2007,GA,0,0.002,0.1283,0.4954,0.0461,0.1612
2008,GA,0,0.002,0.1299,0.4892,0.0437,0.1561
2009,GA,0,0.002,0.1315,0.4829,0.0414,0.151
2010,GA,0,0.0021,0.1331,0.4767,0.0391,0.1459
2011,GA,0,0.0021,0.1346,0.4705,0.0368,0.1408
2012,GA,0,0.0021,0.1362,0.4643,0.0345,0.1357
2013,GA,0,0.0021,0.1378,0.4581,0.0323,0.1306
2014,GA,0,0.0021,0.1394,0.4518,0.0301,0.1255
2015,GA,0,0.0022,0.141,0.4456,0.028,0.1204
2016,GA,0,0.0022,0.1426,0.4394,0.0258,0.1153
2017,GA,0,0.0022,0.1442,0.4332,0.0238,0.1102
2018,GA,0,0.0022,0.1442,0.4332,0.0238,0.1102
2019,GA,0,0.0022,0.1442,0.4332,0.0238,0.1102
2020,GA,0,0.0022,0.1442,0.4332,0.0238,0.1102
2021,GA,0,0.0022,0.1442,0.4332,0.0238,0.1102
2022,GA,0,0.0022,0.1442,0.4332,0.0238,0.1102
1980,GB,0,0.0037,0.2257,0.2848,0.0178,0.0678
1981,GB,0,0.0037,0.2257,0.2848,0.0178,0.0678
1982,GB,0,0.0038,0.2253,0.2866,0.0185,0.0692
1983,GB,0,0.0037,0.2219,0.2905,0.0174,0.0688
1984,GB,0,0.0037,0.218,0.2964,0.0182,0.0715
1985,GB,0,0.0036,0.2156,0.2974,0.0196,0.0731
1986,GB,0,0.0036,0.2148,0.2989,0.02,0.0743
1987,GB,0,0.0035,0.2125,0.3023,0.0212,0.0765
1988,GB,0,0.0034,0.2085,0.3095,0.0247,0.083
1989,GB,0,0.0034,0.2094,0.3095,0.0239,0.0832
1990,GB,0,0.0031,0.1952,0.3291,0.0278,0.091
1991,GB,0,0.0031,0.1923,0.3356,0.03,0.0954
1992,GB,0,0.0031,0.1919,0.3363,0.0275,0.0924
1993,GB,0,0.0031,0.1893,0.3423,0.0304,0.0972
1994,GB,0,0.0037,0.2017,0.3504,0.0322,0.1017
1995,GB,0,0.0038,0.2024,0.3532,0.0342,0.1037
1996,GB,0,0.0037,0.2003,0.3654,0.0451,0.1193
1997,GB,0,0.0037,0.2017,0.3634,0.0479,0.1229
1998,GB,0,0.0036,0.197,0.3733,0.0533,0.1323
1999,GB,0,0.0035,0.1911,0.3747,0.0456,0.1234
2000,GB,0,0.0037,0.1984,0.367,0.0429,0.1194
2001,GB,0,0.0037,0.1983,0.3719,0.0413,0.1188
2002,GB,0,0.0036,0.1936,0.3745,0.0433,0.1221
2003,GB,0,0.0035,0.1899,0.3871,0.0523,0.1345
2004,GB,0,0.0035,0.1915,0.3793,0.0524,0.1324
2005,GB,0,0.0032,0.1844,0.3878,0.0607,0.1442
2006,GB,0,0.003,0.1814,0.3867,0.0624,0.1465
2007,GB,0,0.0031,0.1836,0.389,0.062,0.1476
2008,GB,0,0.0031,0.1897,0.367,0.0619,0.1387
2009,GB,0,0.003,0.1832,0.3788,0.0586,0.1389
2010,GB,0,0.0032,0.198,0.3486,0.0497,0.1228
2011,GB,0,0.0032,0.195,0.3586,0.0556,0.132
2012,GB,0,0.003,0.1882,0.3669,0.0494,0.1276
2013,GB,0,0.003,0.1839,0.3864,0.0518,0.1371
2014,GB,0,0.0032,0.1937,0.3677,0.0524,0.1328
2015,GB,0,0.0033,0.1992,0.3558,0.0455,0.1223
2016,GB,0,0.0034,0.2006,0.3567,0.0469,0.1242
2017,GB,0,0.0035,0.2034,0.3612,0.0549,0.1339
2018,GB,0,0.0034,0.2022,0.3606,0.0513,0.1302
2019,GB,0,0.003,0.1903,0.3706,0.0501,0.1309
2020,GB,0,0.003,0.1885,0.3754,0.053,0.1353
2021,GB,0,0.0033,0.2013,0.338,0.0331,0.1029
2022,GB,0,0.0033,0.2016,0.337,0.0324,0.1019
1980,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1981,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1982,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1983,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1984,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1985,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1986,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1987,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1988,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1989,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1990,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1991,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1992,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1993,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1994,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1995,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1996,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1997,GE,0,0.0019,0.1327,0.4654,0.0896,0.1868
1998,GE,0,0.0019,0.1262,0.5037,0.1533,0.2558
1999,GE,0,0.002,0.1336,0.4704,0.0964,0.1965
2000,GE,0,0.002,0.1332,0.4736,0.0992,0.1994
2001,GE,0,0.0021,0.1359,0.4745,0.1055,0.2049
2002,GE,0,0.0023,0.146,0.4502,0.0874,0.1803
2003,GE,0,0.0023,0.1474,0.4404,0.0853,0.174
2004,GE,0,0.0023,0.1493,0.437,0.0849,0.1718
2005,GE,0,0.0022,0.1429,0.4517,0.095,0.188
2006,GE,0,0.0022,0.1431,0.4505,0.0891,0.182
2007,GE,0,0.0021,0.1356,0.4721,0.1047,0.2046
2008,GE,0,0.0021,0.1379,0.4653,0.0968,0.194
2009,GE,0,0.0023,0.148,0.4475,0.0876,0.1807
2010,GE,0,0.0021,0.1419,0.4551,0.0859,0.1816
2011,GE,0,0.0019,0.1276,0.494,0.1271,0.2345
2012,GE,0,0.0023,0.1432,0.4611,0.1011,0.1965
2013,GE,0,0.0019,0.1262,0.4945,0.1031,0.1992
2014,GE,0,0.0025,0.1473,0.4669,0.1126,0.2173
2015,GE,0,0.0024,0.1447,0.4684,0.1011,0.206
2016,GE,0,0.0022,0.1377,0.4823,0.1407,0.2375
2017,GE,0,0.0022,0.1371,0.4886,0.1267,0.2473
2018,GE,0,0.0023,0.1382,0.484,0.1116,0.2204
2019,GE,0,0.0023,0.139,0.4903,0.1017,0.2111
2020,GE,0,0.0023,0.139,0.4903,0.1017,0.2111
2021,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
2022,GE,0,0.0022,0.145,0.4503,0.0909,0.1853
1980,GH,0,0.0022,0.1537,0.4382,0.0353,0.1317
1981,GH,0,0.0022,0.1537,0.4382,0.0353,0.1317
1982,GH,0,0.0022,0.1537,0.4382,0.0353,0.1317
1983,GH,0,0.0022,0.1537,0.4382,0.0353,0.1317
1984,GH,0,0.0022,0.1537,0.4382,0.0353,0.1317
1985,GH,0,0.0022,0.1537,0.4382,0.0353,0.1317
1986,GH,0,0.0022,0.1537,0.4382,0.0353,0.1317
1987,GH,0,0.0022,0.1537,0.4382,0.0353,0.1317
1988,GH,0,0.0022,0.1499,0.4495,0.0388,0.1397
1989,GH,0,0.0022,0.1469,0.4565,0.0371,0.1391
1990,GH,0,0.0022,0.1439,0.4635,0.0356,0.1385
1991,GH,0,0.0023,0.1408,0.4705,0.0341,0.1379
1992,GH,0,0.0022,0.1399,0.4686,0.0332,0.1356
1993,GH,0,0.0022,0.1389,0.4666,0.0322,0.1333
1994,GH,0,0.0022,0.1379,0.4647,0.0313,0.131
1995,GH,0,0.0021,0.137,0.4628,0.0303,0.1287
1996,GH,0,0.0021,0.136,0.4608,0.0294,0.1264
1997,GH,0,0.0021,0.1351,0.4589,0.0285,0.1241
1998,GH,0,0.002,0.1341,0.4569,0.0275,0.1218
1999,GH,0,0.002,0.1327,0.4629,0.0298,0.127
2000,GH,0,0.002,0.1313,0.4688,0.0321,0.1322
2001,GH,0,0.002,0.1299,0.4747,0.0344,0.1375
2002,GH,0,0.0019,0.1286,0.4806,0.0368,0.1427
2003,GH,0,0.0019,0.1272,0.4865,0.0392,0.1479
2004,GH,0,0.0019,0.1258,0.4924,0.0417,0.1531
2005,GH,0,0.0019,0.1244,0.4983,0.0441,0.1583
2006,GH,0,0.0019,0.1245,0.4963,0.0432,0.1563
2007,GH,0,0.0019,0.1246,0.4942,0.0423,0.1542
2008,GH,0,0.0019,0.1247,0.4922,0.0413,0.1522
2009,GH,0,0.0019,0.1247,0.4901,0.0404,0.1501
2010,GH,0,0.0019,0.1248,0.488,0.0395,0.148
2011,GH,0,0.0019,0.1249,0.486,0.0386,0.146
2012,GH,0,0.0019,0.125,0.4839,0.0377,0.1439
2013,GH,0,0.0019,0.1243,0.4852,0.0387,0.146
2014,GH,0,0.0018,0.1235,0.4865,0.0397,0.1481
2015,GH,0,0.0018,0.1228,0.4878,0.0407,0.1502
2016,GH,0,0.0017,0.1221,0.4891,0.0417,0.1523
2017,GH,0,0.0017,0.1221,0.4891,0.0417,0.1523
2018,GH,0,0.0017,0.1221,0.4891,0.0417,0.1523
2019,GH,0,0.0017,0.1221,0.4891,0.0417,0.1523
2020,GH,0,0.0017,0.1221,0.4891,0.0417,0.1523
2021,GH,0,0.0017,0.1221,0.4891,0.0417,0.1523
2022,GH,0,0.0017,0.1221,0.4891,0.0417,0.1523
1980,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1981,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1982,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1983,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1984,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1985,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1986,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1987,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1988,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1989,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1990,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1991,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1992,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1993,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1994,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1995,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1996,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1997,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1998,GM,0,0.0015,0.1021,0.5525,0.0518,0.1856
1999,GM,0,0.0015,0.1026,0.5516,0.0561,0.1897
2000,GM,0,0.0015,0.103,0.5507,0.0605,0.1938
2001,GM,0,0.0016,0.1035,0.5498,0.0652,0.1979
2002,GM,0,0.0016,0.104,0.5488,0.07,0.202
2003,GM,0,0.0016,0.1044,0.5479,0.0751,0.2061
2004,GM,0,0.0016,0.1065,0.546,0.0752,0.2072
2005,GM,0,0.0017,0.1086,0.5442,0.0754,0.2082
2006,GM,0,0.0017,0.1106,0.5423,0.0755,0.2093
2007,GM,0,0.0017,0.1127,0.5405,0.0757,0.2103
2008,GM,0,0.0018,0.1148,0.5386,0.0758,0.2114
2009,GM,0,0.0018,0.1169,0.5368,0.0759,0.2124
2010,GM,0,0.0018,0.1189,0.5349,0.0761,0.2135
2011,GM,0,0.002,0.1252,0.5197,0.0657,0.198
2012,GM,0,0.0021,0.1314,0.5045,0.0558,0.1826
2013,GM,0,0.0022,0.1377,0.4893,0.0464,0.1671
2014,GM,0,0.0023,0.1439,0.474,0.0375,0.1516
2015,GM,0,0.0025,0.1502,0.4587,0.0294,0.1361
2016,GM,0,0.0025,0.1502,0.4587,0.0294,0.1361
2017,GM,0,0.0025,0.1502,0.4587,0.0294,0.1361
2018,GM,0,0.0025,0.1502,0.4587,0.0294,0.1361
2019,GM,0,0.0025,0.1502,0.4587,0.0294,0.1361
2020,GM,0,0.0025,0.1502,0.4587,0.0294,0.1361
2021,GM,0,0.0025,0.1502,0.4587,0.0294,0.1361
2022,GM,0,0.0025,0.1502,0.4587,0.0294,0.1361
1980,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1981,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1982,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1983,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1984,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1985,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1986,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1987,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1988,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1989,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1990,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1991,GN,0,0.0014,0.1067,0.4813,0.0403,0.1473
1992,GN,0,0.0015,0.1071,0.5005,0.0453,0.1606
1993,GN,0,0.0016,0.1074,0.5199,0.0504,0.174
1994,GN,0,0.0017,0.1078,0.5393,0.0555,0.1874
1995,GN,0,0.0017,0.1094,0.5368,0.0558,0.1872
1996,GN,0,0.0017,0.111,0.5343,0.0562,0.187
1997,GN,0,0.0017,0.1125,0.5319,0.0565,0.1868
1998,GN,0,0.0018,0.1141,0.5294,0.0568,0.1866
1999,GN,0,0.0018,0.1157,0.5269,0.0572,0.1864
2000,GN,0,0.0018,0.1173,0.5244,0.0575,0.1862
2001,GN,0,0.0019,0.1188,0.5219,0.0579,0.186
2002,GN,0,0.0019,0.1204,0.5195,0.0582,0.1858
2003,GN,0,0.0019,0.1238,0.5087,0.0532,0.1749
2004,GN,0,0.002,0.1272,0.498,0.0483,0.1641
2005,GN,0,0.0021,0.1306,0.4873,0.0435,0.1533
2006,GN,0,0.0021,0.134,0.4765,0.0387,0.1424
2007,GN,0,0.0022,0.1374,0.4658,0.034,0.1316
2008,GN,0,0.0023,0.1423,0.458,0.0339,0.1303
2009,GN,0,0.0024,0.1472,0.4503,0.0338,0.1291
2010,GN,0,0.0025,0.1521,0.4425,0.0337,0.1278
2011,GN,0,0.0026,0.157,0.4347,0.0336,0.1266
2012,GN,0,0.0026,0.1619,0.4269,0.0336,0.1253
2013,GN,0,0.0027,0.1653,0.4189,0.0305,0.1189
2014,GN,0,0.0028,0.1686,0.4109,0.0276,0.1124
2015,GN,0,0.0028,0.172,0.4029,0.0247,0.1059
2016,GN,0,0.0029,0.1753,0.3949,0.0218,0.0994
2017,GN,0,0.003,0.1787,0.3869,0.0191,0.0928
2018,GN,0,0.003,0.182,0.3789,0.0165,0.0863
2019,GN,0,0.003,0.182,0.3789,0.0165,0.0863
2020,GN,0,0.003,0.182,0.3789,0.0165,0.0863
2021,GN,0,0.003,0.182,0.3789,0.0165,0.0863
2022,GN,0,0.003,0.182,0.3789,0.0165,0.0863
1980,GQ,0,0.0018,0.1153,0.5222,0.0475,0.1704
1981,GQ,0,0.0018,0.1152,0.5224,0.0476,0.1706
1982,GQ,0,0.0018,0.1152,0.5226,0.0476,0.1707
1983,GQ,0,0.0018,0.1151,0.5228,0.0477,0.1709
1984,GQ,0,0.0018,0.115,0.5229,0.0477,0.171
1985,GQ,0,0.0018,0.115,0.523,0.0478,0.1711
1986,GQ,0,0.0018,0.115,0.523,0.0478,0.1711
1987,GQ,0,0.0018,0.115,0.523,0.0477,0.171
1988,GQ,0,0.0018,0.115,0.5229,0.0477,0.171
1989,GQ,0,0.0018,0.1151,0.5228,0.0476,0.1709
1990,GQ,0,0.0018,0.1151,0.5227,0.0476,0.1708
1991,GQ,0,0.0018,0.1152,0.5226,0.0476,0.1707
1992,GQ,0,0.0018,0.1152,0.5226,0.0475,0.1706
1993,GQ,0,0.0018,0.1152,0.5225,0.0475,0.1706
1994,GQ,0,0.0018,0.1153,0.5225,0.0476,0.1707
1995,GQ,0,0.0018,0.1154,0.5225,0.0476,0.1707
1996,GQ,0,0.0018,0.1154,0.5225,0.0476,0.1708
1997,GQ,0,0.0018,0.1157,0.5218,0.0481,0.1712
1998,GQ,0,0.0018,0.116,0.521,0.0485,0.1715
1999,GQ,0,0.0018,0.1163,0.5203,0.0489,0.1719
2000,GQ,0,0.0018,0.1166,0.5195,0.0494,0.1722
2001,GQ,0,0.0018,0.1176,0.5169,0.0492,0.1711
2002,GQ,0,0.0018,0.1182,0.5147,0.0479,0.1688
2003,GQ,0,0.0018,0.1188,0.5124,0.0467,0.1665
2004,GQ,0,0.0018,0.1193,0.5103,0.0456,0.1643
2005,GQ,0,0.0018,0.1198,0.5078,0.0446,0.1622
2006,GQ,0,0.0018,0.1204,0.5054,0.0436,0.1601
2007,GQ,0,0.0018,0.121,0.5029,0.0426,0.1581
2008,GQ,0,0.0019,0.1214,0.5012,0.0422,0.157
2009,GQ,0,0.0018,0.1205,0.5028,0.0435,0.1591
2010,GQ,0,0.0018,0.1197,0.5045,0.0447,0.1611
2011,GQ,0,0.0018,0.1188,0.506,0.046,0.1632
2012,GQ,0,0.0018,0.1184,0.5071,0.047,0.1648
2013,GQ,0,0.0018,0.1178,0.5084,0.0479,0.1662
2014,GQ,0,0.0018,0.1173,0.5097,0.0488,0.1676
2015,GQ,0,0.0018,0.1171,0.5107,0.0497,0.169
2016,GQ,0,0.0018,0.1168,0.5117,0.0507,0.1706
2017,GQ,0,0.0018,0.1165,0.5128,0.0517,0.1721
2018,GQ,0,0.0017,0.1162,0.514,0.0528,0.1737
2019,GQ,0,0.0017,0.1163,0.514,0.0528,0.1737
2020,GQ,0,0.0017,0.1163,0.5139,0.0528,0.1737
