year,country,variable,value
2008,CU,npopuli999,11276609
2009,CU,npopuli999,11283185
2010,CU,npopuli999,11290417
2011,CU,npopuli999,11298710
2012,CU,npopuli999,11309290
2013,CU,npopuli999,11321579
2014,CU,npopuli999,11332026
2015,CU,npopuli999,11339894
2016,CU,npopuli999,11342012
2017,CU,npopuli999,11336405
2018,CU,npopuli999,11328244
2019,CU,npopuli999,11316697
2020,CU,npopuli999,11300698
2021,CU,npopuli999,11256372
2022,CU,npopuli999,11212191
1980,CV,npopuli999,317234
1981,CV,npopuli999,321634
1982,CV,npopuli999,326319
1983,CV,npopuli999,330971
1984,CV,npopuli999,335473
1985,CV,npopuli999,339874
1986,CV,npopuli999,344271
1987,CV,npopuli999,348718
1988,CV,npopuli999,353233
1989,CV,npopuli999,358150
1990,CV,npopuli999,364563
1991,CV,npopuli999,372721
1992,CV,npopuli999,381947
1993,CV,npopuli999,391749
1994,CV,npopuli999,401655
1995,CV,npopuli999,411382
1996,CV,npopuli999,421007
1997,CV,npopuli999,430654
1998,CV,npopuli999,440214
1999,CV,npopuli999,449627
2000,CV,npopuli999,458251
2001,CV,npopuli999,465958
2002,CV,npopuli999,473231
2003,CV,npopuli999,480089
2004,CV,npopuli999,486583
2005,CV,npopuli999,492827
2006,CV,npopuli999,498884
2007,CV,npopuli999,504733
2008,CV,npopuli999,510336
2009,CV,npopuli999,515638
2010,CV,npopuli999,521212
2011,CV,npopuli999,527521
2012,CV,npopuli999,533864
2013,CV,npopuli999,539940
2014,CV,npopuli999,546076
2015,CV,npopuli999,552166
2016,CV,npopuli999,558394
2017,CV,npopuli999,564954
2018,CV,npopuli999,571202
2019,CV,npopuli999,577030
2020,CV,npopuli999,582640
2021,CV,npopuli999,587925
2022,CV,npopuli999,593149
1980,CY,npopuli999,508600
1981,CY,npopuli999,515000
1982,CY,npopuli999,520800
1983,CY,npopuli999,527600
1984,CY,npopuli999,534800
1985,CY,npopuli999,541100
1986,CY,npopuli999,547500
1987,CY,npopuli999,553500
1988,CY,npopuli999,559300
1989,CY,npopuli999,567500
1990,CY,npopuli999,579400
1991,CY,npopuli999,594900
1992,CY,npopuli999,610600
1993,CY,npopuli999,625800
1994,CY,npopuli999,639000
1995,CY,npopuli999,650700
1996,CY,npopuli999,660900
1997,CY,npopuli999,670400
1998,CY,npopuli999,678900
1999,CY,npopuli999,686400
2000,CY,npopuli999,693600
2001,CY,npopuli999,701300
2002,CY,npopuli999,709600
2003,CY,npopuli999,717836
2004,CY,npopuli999,727980
2005,CY,npopuli999,738540
2006,CY,npopuli999,750965
2007,CY,npopuli999,767125
2008,CY,npopuli999,786632
2009,CY,npopuli999,808035
2010,CY,npopuli999,829446
2011,CY,npopuli999,850881
2012,CY,npopuli999,863945
2013,CY,npopuli999,861930
2014,CY,npopuli999,852504
2015,CY,npopuli999,847700
2016,CY,npopuli999,851600
2017,CY,npopuli999,860000
2018,CY,npopuli999,870000
2019,CY,npopuli999,869170
2020,CY,npopuli999,875324
2021,CY,npopuli999,880028
2022,CY,npopuli999,885191
1980,CZ,npopuli999,10331422
1981,CZ,npopuli999,10345279
1982,CZ,npopuli999,10355194
1983,CZ,npopuli999,10359694
1984,CZ,npopuli999,10361254
1985,CZ,npopuli999,10363881
1986,CZ,npopuli999,10364237
1987,CZ,npopuli999,10363635
1988,CZ,npopuli999,10365718
1989,CZ,npopuli999,10366064
1990,CZ,npopuli999,10362740
1991,CZ,npopuli999,10308682
1992,CZ,npopuli999,10317807
1993,CZ,npopuli999,10330607
1994,CZ,npopuli999,10336162
1995,CZ,npopuli999,10330759
1996,CZ,npopuli999,10315353
1997,CZ,npopuli999,10303642
1998,CZ,npopuli999,10294943
1999,CZ,npopuli999,10282784
2000,CZ,npopuli999,10272503
2001,CZ,npopuli999,10224192
2002,CZ,npopuli999,10200774
2003,CZ,npopuli999,10201651
2004,CZ,npopuli999,10206923
2005,CZ,npopuli999,10234092
2006,CZ,npopuli999,10266646
2007,CZ,npopuli999,10322689
2008,CZ,npopuli999,10429692
2009,CZ,npopuli999,10491492
2010,CZ,npopuli999,10517247
2011,CZ,npopuli999,10496672
2012,CZ,npopuli999,10509286
2013,CZ,npopuli999,10510719
2014,CZ,npopuli999,10524783
2015,CZ,npopuli999,10531404
2016,CZ,npopuli999,10535200
2017,CZ,npopuli999,10538916
2018,CZ,npopuli999,10542207
2019,CZ,npopuli999,10544486
2020,CZ,npopuli999,10538564
2021,CZ,npopuli999,10518347
2022,CZ,npopuli999,10501570
1980,CW,npopuli999,156851
1981,CW,npopuli999,157024
1982,CW,npopuli999,157048
1983,CW,npopuli999,156960
1984,CW,npopuli999,156806
1985,CW,npopuli999,156639
1986,CW,npopuli999,156458
1987,CW,npopuli999,156262
1988,CW,npopuli999,156043
1989,CW,npopuli999,155773
1990,CW,npopuli999,155446
1991,CW,npopuli999,155021
1992,CW,npopuli999,154376
1993,CW,npopuli999,153387
1994,CW,npopuli999,152089
1995,CW,npopuli999,150592
1996,CW,npopuli999,148938
1997,CW,npopuli999,147145
1998,CW,npopuli999,145250
1999,CW,npopuli999,143251
2000,CW,npopuli999,141424
2001,CW,npopuli999,140631
2002,CW,npopuli999,141382
2003,CW,npopuli999,143108
2004,CW,npopuli999,145083
2005,CW,npopuli999,147263
2006,CW,npopuli999,149664
2007,CW,npopuli999,152119
2008,CW,npopuli999,154587
2009,CW,npopuli999,157010
2010,CW,npopuli999,159380
2011,CW,npopuli999,161677
2012,CW,npopuli999,163948
2013,CW,npopuli999,166136
2014,CW,npopuli999,168025
2015,CW,npopuli999,169572
2016,CW,npopuli999,170739
2017,CW,npopuli999,171524
2018,CW,npopuli999,184722
2019,CW,npopuli999,193107
2020,CW,npopuli999,189288
2021,CW,npopuli999,190338
2022,CW,npopuli999,191163
1980,DE,npopuli999,77786704
1981,DE,npopuli999,77684488
1982,DE,npopuli999,77610432
1983,DE,npopuli999,77566064
1984,DE,npopuli999,77568576
1985,DE,npopuli999,77638808
1986,DE,npopuli999,77803360
1987,DE,npopuli999,78090896
1988,DE,npopuli999,78477528
1989,DE,npopuli999,78916440
1990,DE,npopuli999,79370192
1991,DE,npopuli999,80013896
1992,DE,npopuli999,80624600
1993,DE,npopuli999,81156368
1994,DE,npopuli999,81438352
1995,DE,npopuli999,81678056
1996,DE,npopuli999,81914832
1997,DE,npopuli999,82034776
1998,DE,npopuli999,82047200
1999,DE,npopuli999,82100248
2000,DE,npopuli999,82211504
2001,DE,npopuli999,82349920
2002,DE,npopuli999,82488488
2003,DE,npopuli999,82534176
2004,DE,npopuli999,82516264
2005,DE,npopuli999,82469424
2006,DE,npopuli999,82376456
2007,DE,npopuli999,82266376
2008,DE,npopuli999,82110096
2009,DE,npopuli999,81902328
2010,DE,npopuli999,81776952
2011,DE,npopuli999,81797672
2012,DE,npopuli999,81818400
2013,DE,npopuli999,81839128
2014,DE,npopuli999,82017712
2015,DE,npopuli999,82232528
2016,DE,npopuli999,82491232
2017,DE,npopuli999,82784744
2018,DE,npopuli999,83057600
2019,DE,npopuli999,83309536
2020,DE,npopuli999,83490736
2021,DE,npopuli999,83570448
2022,DE,npopuli999,83531656
1980,DJ,npopuli999,324121
1981,DJ,npopuli999,341316
1982,DJ,npopuli999,355110
1983,DJ,npopuli999,367726
1984,DJ,npopuli999,382156
1985,DJ,npopuli999,400709
1986,DJ,npopuli999,424286
1987,DJ,npopuli999,452272
1988,DJ,npopuli999,482337
1989,DJ,npopuli999,521104
1990,DJ,npopuli999,577173
1991,DJ,npopuli999,628521
1992,DJ,npopuli999,623197
1993,DJ,npopuli999,611231
1994,DJ,npopuli999,623477
1995,DJ,npopuli999,629619
1996,DJ,npopuli999,644649
1997,DJ,npopuli999,667786
1998,DJ,npopuli999,694920
1999,DJ,npopuli999,719371
2000,DJ,npopuli999,742033
2001,DJ,npopuli999,765490
2002,DJ,npopuli999,789129
2003,DJ,npopuli999,806411
2004,DJ,npopuli999,818373
2005,DJ,npopuli999,830861
2006,DJ,npopuli999,846947
2007,DJ,npopuli999,865196
2008,DJ,npopuli999,882886
2009,DJ,npopuli999,901103
2010,DJ,npopuli999,919199
2011,DJ,npopuli999,936811
2012,DJ,npopuli999,954297
2013,DJ,npopuli999,971753
2014,DJ,npopuli999,989087
2015,DJ,npopuli999,1006259
2016,DJ,npopuli999,1023261
2017,DJ,npopuli999,1040233
2018,DJ,npopuli999,1057198
2019,DJ,npopuli999,1073994
2020,DJ,npopuli999,1090156
2021,DJ,npopuli999,1105557
2022,DJ,npopuli999,1120849
1980,DK,npopuli999,5122065
1981,DK,npopuli999,5123989
1982,DK,npopuli999,5119155
1983,DK,npopuli999,5116464
1984,DK,npopuli999,5112130
1985,DK,npopuli999,5111108
1986,DK,npopuli999,5116273
1987,DK,npopuli999,5124794
1988,DK,npopuli999,5129254
1989,DK,npopuli999,5129778
1990,DK,npopuli999,5135409
1991,DK,npopuli999,5146469
1992,DK,npopuli999,5162126
1993,DK,npopuli999,5180614
1994,DK,npopuli999,5196642
1995,DK,npopuli999,5215718
1996,DK,npopuli999,5251027
1997,DK,npopuli999,5275121
1998,DK,npopuli999,5294860
1999,DK,npopuli999,5313577
2000,DK,npopuli999,5330020
2001,DK,npopuli999,5349212
2002,DK,npopuli999,5368354
2003,DK,npopuli999,5383507
2004,DK,npopuli999,5397640
2005,DK,npopuli999,5411405
2006,DK,npopuli999,5427459
2007,DK,npopuli999,5447084
2008,DK,npopuli999,5475791
2009,DK,npopuli999,5511451
2010,DK,npopuli999,5534738
2011,DK,npopuli999,5560628
2012,DK,npopuli999,5580516
2013,DK,npopuli999,5602628
2014,DK,npopuli999,5627235
2015,DK,npopuli999,5654266
2016,DK,npopuli999,5683206
2017,DK,npopuli999,5713507
2018,DK,npopuli999,5742787
2019,DK,npopuli999,5771858
2020,DK,npopuli999,5801498
2021,DK,npopuli999,5829979
2022,DK,npopuli999,5857883
1980,DO,npopuli999,5755800
1981,DO,npopuli999,5885244
1982,DO,npopuli999,6014979
1983,DO,npopuli999,6147213
1984,DO,npopuli999,6282104
1985,DO,npopuli999,6417798
1986,DO,npopuli999,6554325
1987,DO,npopuli999,6692720
1988,DO,npopuli999,6834207
1989,DO,npopuli999,6980033
1990,DO,npopuli999,7129004
1991,DO,npopuli999,7278402
1992,DO,npopuli999,7427340
1993,DO,npopuli999,7576074
1994,DO,npopuli999,7723934
1995,DO,npopuli999,7869753
1996,DO,npopuli999,8012314
1997,DO,npopuli999,8150076
1998,DO,npopuli999,8282126
1999,DO,npopuli999,8411374
2000,DO,npopuli999,8540791
2001,DO,npopuli999,8669040
2002,DO,npopuli999,8795101
2003,DO,npopuli999,8919852
2004,DO,npopuli999,9043127
2005,DO,npopuli999,9164768
2006,DO,npopuli999,9284168
2007,DO,npopuli999,9402206
2008,DO,npopuli999,9522948
2009,DO,npopuli999,9648061
2010,DO,npopuli999,9775755
2011,DO,npopuli999,9903737
2012,DO,npopuli999,10030882
2013,DO,npopuli999,10157051
2014,DO,npopuli999,10282115
2015,DO,npopuli999,10405832
2016,DO,npopuli999,10527592
2017,DO,npopuli999,10647244
2018,DO,npopuli999,10765531
2019,DO,npopuli999,10881882
2020,DO,npopuli999,10999664
2021,DO,npopuli999,11117873
2022,DO,npopuli999,11228821
1980,DM,npopuli999,72978
1981,DM,npopuli999,72932
1982,DM,npopuli999,72626
1983,DM,npopuli999,72269
1984,DM,npopuli999,71936
1985,DM,npopuli999,71596
1986,DM,npopuli999,71215
1987,DM,npopuli999,70808
1988,DM,npopuli999,70397
1989,DM,npopuli999,69975
1990,DM,npopuli999,69481
1991,DM,npopuli999,69141
1992,DM,npopuli999,69112
1993,DM,npopuli999,69169
1994,DM,npopuli999,69198
1995,DM,npopuli999,69201
1996,DM,npopuli999,69166
1997,DM,npopuli999,69081
1998,DM,npopuli999,68938
1999,DM,npopuli999,68698
2000,DM,npopuli999,68346
2001,DM,npopuli999,68153
2002,DM,npopuli999,68262
2003,DM,npopuli999,68442
2004,DM,npopuli999,68574
2005,DM,npopuli999,68674
2006,DM,npopuli999,68742
2007,DM,npopuli999,68775
2008,DM,npopuli999,68782
2009,DM,npopuli999,68787
2010,DM,npopuli999,68755
2011,DM,npopuli999,68742
2012,DM,npopuli999,68888
2013,DM,npopuli999,68819
2014,DM,npopuli999,69371
2015,DM,npopuli999,70007
2016,DM,npopuli999,70075
2017,DM,npopuli999,70403
2018,DM,npopuli999,70823
2019,DM,npopuli999,71428
2020,DM,npopuli999,71995
2021,DM,npopuli999,72412
2022,DM,npopuli999,72737
1980,DZ,npopuli999,18739378
1981,DZ,npopuli999,19351356
1982,DZ,npopuli999,20000096
1983,DZ,npopuli999,20682112
1984,DZ,npopuli999,21393530
1985,DZ,npopuli999,22132904
1986,DZ,npopuli999,22882552
1987,DZ,npopuli999,23586100
1988,DZ,npopuli999,24243018
1989,DZ,npopuli999,24889508
1990,DZ,npopuli999,25518074
1991,DZ,npopuli999,26133904
1992,DZ,npopuli999,26748304
1993,DZ,npopuli999,27354328
1994,DZ,npopuli999,27937006
1995,DZ,npopuli999,28478022
1996,DZ,npopuli999,28984634
1997,DZ,npopuli999,29476032
1998,DZ,npopuli999,29924668
1999,DZ,npopuli999,30346084
2000,DZ,npopuli999,30774620
2001,DZ,npopuli999,31200984
2002,DZ,npopuli999,31624696
2003,DZ,npopuli999,32055884
2004,DZ,npopuli999,32510186
2005,DZ,npopuli999,32956690
2006,DZ,npopuli999,33435080
2007,DZ,npopuli999,33983828
2008,DZ,npopuli999,34569592
2009,DZ,npopuli999,35196036
2010,DZ,npopuli999,35856344
2011,DZ,npopuli999,36543540
2012,DZ,npopuli999,37260564
2013,DZ,npopuli999,38000624
2014,DZ,npopuli999,38760168
2015,DZ,npopuli999,39543152
2016,DZ,npopuli999,40339328
2017,DZ,npopuli999,41136544
2018,DZ,npopuli999,41927008
2019,DZ,npopuli999,42705368
2020,DZ,npopuli999,43451664
2021,DZ,npopuli999,44177968
2022,DZ,npopuli999,44903224
1980,EC,npopuli999,8135845
1981,EC,npopuli999,8352602
1982,EC,npopuli999,8572607
1983,EC,npopuli999,8795873
1984,EC,npopuli999,9022979
1985,EC,npopuli999,9254311
1986,EC,npopuli999,9490096
1987,EC,npopuli999,9729376
1988,EC,npopuli999,9969788
1989,EC,npopuli999,10210185
1990,EC,npopuli999,10449837
1991,EC,npopuli999,10686279
1992,EC,npopuli999,10914222
1993,EC,npopuli999,11132829
1994,EC,npopuli999,11347652
1995,EC,npopuli999,11561683
1996,EC,npopuli999,11775221
1997,EC,npopuli999,11987838
1998,EC,npopuli999,12199693
1999,EC,npopuli999,12412046
2000,EC,npopuli999,12626507
2001,EC,npopuli999,12845521
2002,EC,npopuli999,13070609
2003,EC,npopuli999,13301184
2004,EC,npopuli999,13534593
2005,EC,npopuli999,13770012
2006,EC,npopuli999,14009061
2007,EC,npopuli999,14251835
2008,EC,npopuli999,14496797
2009,EC,npopuli999,14742766
2010,EC,npopuli999,14989585
2011,EC,npopuli999,15237728
2012,EC,npopuli999,15483883
2013,EC,npopuli999,15722989
2014,EC,npopuli999,15957994
2015,EC,npopuli999,16195902
2016,EC,npopuli999,16439585
2017,EC,npopuli999,16696944
2018,EC,npopuli999,17015672
2019,EC,npopuli999,17343740
2020,EC,npopuli999,17588596
2021,EC,npopuli999,17797736
2022,EC,npopuli999,18001000
1980,EE,npopuli999,1476983
1981,EE,npopuli999,1485768
1982,EE,npopuli999,1495374
1983,EE,npopuli999,1505714
1984,EE,npopuli999,1516124
1985,EE,npopuli999,1525782
1986,EE,npopuli999,1536023
1987,EE,npopuli999,1547706
1988,EE,npopuli999,1559586
1989,EE,npopuli999,1568047
1990,EE,npopuli999,1570674
1991,EE,npopuli999,1565627
1992,EE,npopuli999,1540381
1993,EE,npopuli999,1504436
1994,EE,npopuli999,1475727
1995,EE,npopuli999,1452775
1996,EE,npopuli999,1434670
1997,EE,npopuli999,1421490
1998,EE,npopuli999,1411147
1999,EE,npopuli999,1403498
2000,EE,npopuli999,1396877
2001,EE,npopuli999,1387995
2002,EE,npopuli999,1379240
2003,EE,npopuli999,1370660
2004,EE,npopuli999,1362480
2005,EE,npopuli999,1354662
2006,EE,npopuli999,1346709
2007,EE,npopuli999,1340574
2008,EE,npopuli999,1337011
2009,EE,npopuli999,1334552
2010,EE,npopuli999,1331535
2011,EE,npopuli999,1327429
2012,EE,npopuli999,1322682
2013,EE,npopuli999,1317982
2014,EE,npopuli999,1314526
2015,EE,npopuli999,1314657
2016,EE,npopuli999,1315926
2017,EE,npopuli999,1317549
2018,EE,npopuli999,1322148
2019,EE,npopuli999,1327039
2020,EE,npopuli999,1329444
2021,EE,npopuli999,1328701
2022,EE,npopuli999,1326062
1980,EG,npopuli999,43748556
1981,EG,npopuli999,44899572
1982,EG,npopuli999,46088648
1983,EG,npopuli999,47353664
1984,EG,npopuli999,48676444
1985,EG,npopuli999,50035844
1986,EG,npopuli999,51424312
1987,EG,npopuli999,52841320
1988,EG,npopuli999,54298448
1989,EG,npopuli999,55765844
1990,EG,npopuli999,57214632
1991,EG,npopuli999,58611032
1992,EG,npopuli999,59989144
1993,EG,npopuli999,61382200
1994,EG,npopuli999,62775848
1995,EG,npopuli999,64166908
1996,EG,npopuli999,65565196
1997,EG,npopuli999,66993728
1998,EG,npopuli999,68446008
1999,EG,npopuli999,69907888
2000,EG,npopuli999,71371368
2001,EG,npopuli999,72854264
2002,EG,npopuli999,74393760
2003,EG,npopuli999,75963320
2004,EG,npopuli999,77522424
2005,EG,npopuli999,79075312
2006,EG,npopuli999,80629672
2007,EG,npopuli999,82218752
2008,EG,npopuli999,83844784
2009,EG,npopuli999,85501064
2010,EG,npopuli999,87252416
2011,EG,npopuli999,89200056
2012,EG,npopuli999,91240376
2013,EG,npopuli999,93377888
2014,EG,npopuli999,95592320
2015,EG,npopuli999,97723800
2016,EG,npopuli999,99784032
2017,EG,npopuli999,101789384
2018,EG,npopuli999,103740768
2019,EG,npopuli999,105618672
2020,EG,npopuli999,107465136
2021,EG,npopuli999,109262176
2022,EG,npopuli999,110990104
1980,EH,npopuli999,116775
1981,EH,npopuli999,126047
1982,EH,npopuli999,133368
1983,EH,npopuli999,139254
1984,EH,npopuli999,144663
1985,EH,npopuli999,150190
1986,EH,npopuli999,155777
1987,EH,npopuli999,161357
1988,EH,npopuli999,167030
1989,EH,npopuli999,172744
1990,EH,npopuli999,178529
1991,EH,npopuli999,184292
1992,EH,npopuli999,189776
1993,EH,npopuli999,195126
1994,EH,npopuli999,200455
1995,EH,npopuli999,208381
1996,EH,npopuli999,219770
1997,EH,npopuli999,232097
1998,EH,npopuli999,244593
1999,EH,npopuli999,257290
2000,EH,npopuli999,270375
2001,EH,npopuli999,283813
2002,EH,npopuli999,297409
2003,EH,npopuli999,311179
2004,EH,npopuli999,325118
2005,EH,npopuli999,339187
2006,EH,npopuli999,353658
2007,EH,npopuli999,368432
2008,EH,npopuli999,383072
2009,EH,npopuli999,397906
2010,EH,npopuli999,413296
2011,EH,npopuli999,429289
2012,EH,npopuli999,445947
2013,EH,npopuli999,462755
2014,EH,npopuli999,478009
2015,EH,npopuli999,491824
2016,EH,npopuli999,505455
2017,EH,npopuli999,518859
2018,EH,npopuli999,532004
2019,EH,npopuli999,544876
2020,EH,npopuli999,556048
2021,EH,npopuli999,565581
2022,EH,npopuli999,575986
1980,ER,npopuli999,1657982
1981,ER,npopuli999,1703789
1982,ER,npopuli999,1751045
1983,ER,npopuli999,1799814
1984,ER,npopuli999,1849594
1985,ER,npopuli999,1899243
1986,ER,npopuli999,1949611
1987,ER,npopuli999,2000355
1988,ER,npopuli999,2051546
1989,ER,npopuli999,2102131
1990,ER,npopuli999,2149960
1991,ER,npopuli999,2039220
1992,ER,npopuli999,1921153
1993,ER,npopuli999,1981419
1994,ER,npopuli999,2042500
1995,ER,npopuli999,2157220
1996,ER,npopuli999,2264073
1997,ER,npopuli999,2291561
1998,ER,npopuli999,2322753
1999,ER,npopuli999,2356477
2000,ER,npopuli999,2392880
2001,ER,npopuli999,2461927
2002,ER,npopuli999,2547424
2003,ER,npopuli999,2653390
2004,ER,npopuli999,2763140
2005,ER,npopuli999,2831732
2006,ER,npopuli999,2880093
2007,ER,npopuli999,2926168
2008,ER,npopuli999,3005779
2009,ER,npopuli999,3083888
2010,ER,npopuli999,3147727
2011,ER,npopuli999,3207570
2012,ER,npopuli999,3252596
2013,ER,npopuli999,3296367
2014,ER,npopuli999,3323425
2015,ER,npopuli999,3340006
2016,ER,npopuli999,3365287
2017,ER,npopuli999,3396933
2018,ER,npopuli999,3445374
2019,ER,npopuli999,3498818
2020,ER,npopuli999,3555868
2021,ER,npopuli999,3620312
2022,ER,npopuli999,3684032
1980,ES,npopuli999,37636201
1981,ES,npopuli999,37881873
1982,ES,npopuli999,38090151
1983,ES,npopuli999,38252899
1984,ES,npopuli999,38407829
1985,ES,npopuli999,38531195
1986,ES,npopuli999,38638052
1987,ES,npopuli999,38731578
1988,ES,npopuli999,38802300
1989,ES,npopuli999,38853227
1990,ES,npopuli999,38881416
1991,ES,npopuli999,39051336
1992,ES,npopuli999,39264034
1993,ES,npopuli999,39458489
1994,ES,npopuli999,39639726
1995,ES,npopuli999,39808374
1996,ES,npopuli999,39971329
1997,ES,npopuli999,40143449
1998,ES,npopuli999,40303568
1999,ES,npopuli999,40470182
2000,ES,npopuli999,40665545
2001,ES,npopuli999,41035271
2002,ES,npopuli999,41827836
2003,ES,npopuli999,42547454
2004,ES,npopuli999,43296335
2005,ES,npopuli999,44009969
2006,ES,npopuli999,44784659
2007,ES,npopuli999,45668938
2008,ES,npopuli999,46239271
2009,ES,npopuli999,46486621
2010,ES,npopuli999,46667175
2011,ES,npopuli999,46818216
2012,ES,npopuli999,46727890
2013,ES,npopuli999,46512199
2014,ES,npopuli999,46373564
2015,ES,npopuli999,46340420
2016,ES,npopuli999,46382312
2017,ES,npopuli999,46492948
2018,ES,npopuli999,46700412
2019,ES,npopuli999,47039080
2020,ES,npopuli999,47271060
2021,ES,npopuli999,47393944
2022,ES,npopuli999,47465500
1980,ET,npopuli999,34945468
1981,ET,npopuli999,35818844
1982,ET,npopuli999,37213392
1983,ET,npopuli999,38235188
1984,ET,npopuli999,39202888
1985,ET,npopuli999,40285964
1986,ET,npopuli999,41455308
1987,ET,npopuli999,42851956
1988,ET,npopuli999,44511536
1989,ET,npopuli999,46195952
1990,ET,npopuli999,47878072
1991,ET,npopuli999,49937432
1992,ET,npopuli999,52011552
1993,ET,npopuli999,53791672
1994,ET,npopuli999,55620212
1995,ET,npopuli999,57476536
1996,ET,npopuli999,59347648
1997,ET,npopuli999,61233480
1998,ET,npopuli999,63136492
1999,ET,npopuli999,65077580
2000,ET,npopuli999,67031868
2001,ET,npopuli999,69018928
2002,ET,npopuli999,71073216
2003,ET,npopuli999,73168840
2004,ET,npopuli999,75301024
2005,ET,npopuli999,77469936
2006,ET,npopuli999,79691048
2007,ET,npopuli999,81996184
2008,ET,npopuli999,84357104
2009,ET,npopuli999,86755584
2010,ET,npopuli999,89237792
2011,ET,npopuli999,91817928
2012,ET,npopuli999,94451280
2013,ET,npopuli999,97084368
2014,ET,npopuli999,99746768
2015,ET,npopuli999,102471896
2016,ET,npopuli999,105293232
2017,ET,npopuli999,108197952
2018,ET,npopuli999,111129440
2019,ET,npopuli999,114120592
2020,ET,npopuli999,117190912
2021,ET,npopuli999,120283024
2022,ET,npopuli999,123379920
1980,FI,npopuli999,4787778
1981,FI,npopuli999,4812150
1982,FI,npopuli999,4841715
1983,FI,npopuli999,4869858
1984,FI,npopuli999,4893748
1985,FI,npopuli999,4910664
1986,FI,npopuli999,4925644
1987,FI,npopuli999,4938602
1988,FI,npopuli999,4954359
1989,FI,npopuli999,4974383
1990,FI,npopuli999,4998478
1991,FI,npopuli999,5029002
1992,FI,npopuli999,5054982
1993,FI,npopuli999,5077912
1994,FI,npopuli999,5098754
1995,FI,npopuli999,5116826
1996,FI,npopuli999,5132320
1997,FI,npopuli999,5147349
1998,FI,npopuli999,5159646
1999,FI,npopuli999,5171302
2000,FI,npopuli999,5181115
2001,FI,npopuli999,5194901
2002,FI,npopuli999,5206295
2003,FI,npopuli999,5219732
2004,FI,npopuli999,5236611
2005,FI,npopuli999,5255580
2006,FI,npopuli999,5276955
2007,FI,npopuli999,5300484
2008,FI,npopuli999,5326314
2009,FI,npopuli999,5351427
2010,FI,npopuli999,5375276
2011,FI,npopuli999,5401267
2012,FI,npopuli999,5426674
2013,FI,npopuli999,5451270
2014,FI,npopuli999,5471753
2015,FI,npopuli999,5489808
2016,FI,npopuli999,5505596
2017,FI,npopuli999,5518542
2018,FI,npopuli999,5525876
2019,FI,npopuli999,5531964
2020,FI,npopuli999,5539910
2021,FI,npopuli999,5546446
2022,FI,npopuli999,5551208
1980,FJ,npopuli999,644582
1981,FJ,npopuli999,660630
1982,FJ,npopuli999,676967
1983,FJ,npopuli999,693593
1984,FJ,npopuli999,710561
1985,FJ,npopuli999,727461
1986,FJ,npopuli999,742658
1987,FJ,npopuli999,754778
1988,FJ,npopuli999,764370
1989,FJ,npopuli999,772704
1990,FJ,npopuli999,780430
1991,FJ,npopuli999,784832
1992,FJ,npopuli999,786859
1993,FJ,npopuli999,789198
1994,FJ,npopuli999,790803
1995,FJ,npopuli999,792246
1996,FJ,npopuli999,796538
1997,FJ,npopuli999,804572
1998,FJ,npopuli999,813947
1999,FJ,npopuli999,823422
2000,FJ,npopuli999,832509
2001,FJ,npopuli999,841320
2002,FJ,npopuli999,849891
2003,FJ,npopuli999,858306
2004,FJ,npopuli999,866694
2005,FJ,npopuli999,874923
2006,FJ,npopuli999,883083
2007,FJ,npopuli999,890648
2008,FJ,npopuli999,896731
2009,FJ,npopuli999,901383
2010,FJ,npopuli999,905169
2011,FJ,npopuli999,908355
2012,FJ,npopuli999,911059
2013,FJ,npopuli999,913453
2014,FJ,npopuli999,915560
2015,FJ,npopuli999,917200
2016,FJ,npopuli999,918371
2017,FJ,npopuli999,919019
2018,FJ,npopuli999,918996
2019,FJ,npopuli999,918465
2020,FJ,npopuli999,920422
2021,FJ,npopuli999,924610
2022,FJ,npopuli999,929766
1980,FK,npopuli999,2240
1981,FK,npopuli999,2229
1982,FK,npopuli999,2229
1983,FK,npopuli999,2230
1984,FK,npopuli999,2233
1985,FK,npopuli999,2232
1986,FK,npopuli999,2235
1987,FK,npopuli999,2254
1988,FK,npopuli999,2281
1989,FK,npopuli999,2308
1990,FK,npopuli999,2332
1991,FK,npopuli999,2377
1992,FK,npopuli999,2456
1993,FK,npopuli999,2547
1994,FK,npopuli999,2640
1995,FK,npopuli999,2735
1996,FK,npopuli999,2813
1997,FK,npopuli999,2881
1998,FK,npopuli999,2950
1999,FK,npopuli999,3018
2000,FK,npopuli999,3080
2001,FK,npopuli999,3124
2002,FK,npopuli999,3151
2003,FK,npopuli999,3169
2004,FK,npopuli999,3187
2005,FK,npopuli999,3204
2006,FK,npopuli999,3216
2007,FK,npopuli999,3215
2008,FK,npopuli999,3204
2009,FK,npopuli999,3195
2010,FK,npopuli999,3187
2011,FK,npopuli999,3175
2012,FK,npopuli999,3194
2013,FK,npopuli999,3260
2014,FK,npopuli999,3333
2015,FK,npopuli999,3408
2016,FK,npopuli999,3508
2017,FK,npopuli999,3598
2018,FK,npopuli999,3656
2019,FK,npopuli999,3710
2020,FK,npopuli999,3747
2021,FK,npopuli999,3764
2022,FK,npopuli999,3780
1980,FM,npopuli999,76299
1981,FM,npopuli999,78531
1982,FM,npopuli999,80816
1983,FM,npopuli999,83153
1984,FM,npopuli999,85543
1985,FM,npopuli999,87966
1986,FM,npopuli999,90397
1987,FM,npopuli999,92845
1988,FM,npopuli999,94987
1989,FM,npopuli999,96796
