year,country,variable,value
1989,LY,npopuli999,4130042
1990,LY,npopuli999,4236983
1991,LY,npopuli999,4341971
1992,LY,npopuli999,4444820
1993,LY,npopuli999,4544970
1994,LY,npopuli999,4641296
1995,LY,npopuli999,4733063
1996,LY,npopuli999,4820066
1997,LY,npopuli999,4902346
1998,LY,npopuli999,4980962
1999,LY,npopuli999,5057998
2000,LY,npopuli999,5154790
2001,LY,npopuli999,5275916
2002,LY,npopuli999,5405326
2003,LY,npopuli999,5542641
2004,LY,npopuli999,5687563
2005,LY,npopuli999,5837986
2006,LY,npopuli999,5973369
2007,LY,npopuli999,6097177
2008,LY,npopuli999,6228370
2009,LY,npopuli999,6360191
2010,LY,npopuli999,6491988
2011,LY,npopuli999,6188132
2012,LY,npopuli999,5869870
2013,LY,npopuli999,5985221
2014,LY,npopuli999,6097764
2015,LY,npopuli999,6192235
2016,LY,npopuli999,6282196
2017,LY,npopuli999,6378261
2018,LY,npopuli999,6477793
2019,LY,npopuli999,6569088
2020,LY,npopuli999,6653942
2021,LY,npopuli999,6735277
2022,LY,npopuli999,6812341
1980,MA,npopuli999,19678444
1981,MA,npopuli999,20208260
1982,MA,npopuli999,20746764
1983,MA,npopuli999,21287380
1984,MA,npopuli999,21817272
1985,MA,npopuli999,22335076
1986,MA,npopuli999,22824446
1987,MA,npopuli999,23279936
1988,MA,npopuli999,23720590
1989,MA,npopuli999,24148104
1990,MA,npopuli999,24570814
1991,MA,npopuli999,24988084
1992,MA,npopuli999,25400676
1993,MA,npopuli999,25806776
1994,MA,npopuli999,26201552
1995,MA,npopuli999,26599048
1996,MA,npopuli999,26999092
1997,MA,npopuli999,27397118
1998,MA,npopuli999,27791824
1999,MA,npopuli999,28176996
2000,MA,npopuli999,28554416
2001,MA,npopuli999,28930096
2002,MA,npopuli999,29301816
2003,MA,npopuli999,29661270
2004,MA,npopuli999,30033124
2005,MA,npopuli999,30431902
2006,MA,npopuli999,30833022
2007,MA,npopuli999,31232632
2008,MA,npopuli999,31634992
2009,MA,npopuli999,32042876
2010,MA,npopuli999,32464864
2011,MA,npopuli999,32903700
2012,MA,npopuli999,33352168
2013,MA,npopuli999,33803528
2014,MA,npopuli999,34248604
2015,MA,npopuli999,34680456
2016,MA,npopuli999,35107264
2017,MA,npopuli999,35528116
2018,MA,npopuli999,35927512
2019,MA,npopuli999,36304408
2020,MA,npopuli999,36688772
2021,MA,npopuli999,37076584
2022,MA,npopuli999,37457972
1980,MC,npopuli999,27076
1981,MC,npopuli999,27284
1982,MC,npopuli999,27573
1983,MC,npopuli999,27985
1984,MC,npopuli999,28407
1985,MC,npopuli999,28807
1986,MC,npopuli999,29171
1987,MC,npopuli999,29500
1988,MC,npopuli999,29802
1989,MC,npopuli999,30078
1990,MC,npopuli999,30329
1991,MC,npopuli999,30564
1992,MC,npopuli999,30794
1993,MC,npopuli999,31024
1994,MC,npopuli999,31253
1995,MC,npopuli999,31482
1996,MC,npopuli999,31719
1997,MC,npopuli999,31968
1998,MC,npopuli999,32209
1999,MC,npopuli999,32394
2000,MC,npopuli999,32465
2001,MC,npopuli999,32444
2002,MC,npopuli999,32386
2003,MC,npopuli999,32316
2004,MC,npopuli999,32236
2005,MC,npopuli999,32141
2006,MC,npopuli999,32011
2007,MC,npopuli999,31823
2008,MC,npopuli999,31862
2009,MC,npopuli999,32401
2010,MC,npopuli999,33178
2011,MC,npopuli999,33945
2012,MC,npopuli999,34700
2013,MC,npopuli999,35425
2014,MC,npopuli999,36110
2015,MC,npopuli999,36760
2016,MC,npopuli999,37071
2017,MC,npopuli999,37044
2018,MC,npopuli999,37029
2019,MC,npopuli999,37034
2020,MC,npopuli999,36922
2021,MC,npopuli999,36686
2022,MC,npopuli999,36469
1980,MD,npopuli999,4103240
1981,MD,npopuli999,4139686
1982,MD,npopuli999,4178053
1983,MD,npopuli999,4218421
1984,MD,npopuli999,4259952
1985,MD,npopuli999,4300695
1986,MD,npopuli999,4343283
1987,MD,npopuli999,4388483
1988,MD,npopuli999,4428709
1989,MD,npopuli999,4459383
1990,MD,npopuli999,4480199
1991,MD,npopuli999,4490927
1992,MD,npopuli999,4494902
1993,MD,npopuli999,4493689
1994,MD,npopuli999,4482507
1995,MD,npopuli999,4461231
1996,MD,npopuli999,4430195
1997,MD,npopuli999,4393789
1998,MD,npopuli999,4353534
1999,MD,npopuli999,4303938
2000,MD,npopuli999,4251573
2001,MD,npopuli999,4200501
2002,MD,npopuli999,4147642
2003,MD,npopuli999,4093982
2004,MD,npopuli999,4046995
2005,MD,npopuli999,4001382
2006,MD,npopuli999,3942748
2007,MD,npopuli999,3876843
2008,MD,npopuli999,3812422
2009,MD,npopuli999,3749492
2010,MD,npopuli999,3678186
2011,MD,npopuli999,3595126
2012,MD,npopuli999,3507191
2013,MD,npopuli999,3416530
2014,MD,npopuli999,3338336
2015,MD,npopuli999,3277388
2016,MD,npopuli999,3225123
2017,MD,npopuli999,3180506
2018,MD,npopuli999,3141837
2019,MD,npopuli999,3109491
2020,MD,npopuli999,3084847
2021,MD,npopuli999,3061506
2022,MD,npopuli999,3272996
1980,ME,npopuli999,589324
1981,ME,npopuli999,594062
1982,ME,npopuli999,596968
1983,ME,npopuli999,599330
1984,ME,npopuli999,601821
1985,ME,npopuli999,604622
1986,ME,npopuli999,607629
1987,ME,npopuli999,610811
1988,ME,npopuli999,614267
1989,ME,npopuli999,617860
1990,ME,npopuli999,621442
1991,ME,npopuli999,624954
1992,ME,npopuli999,627665
1993,ME,npopuli999,629554
1994,ME,npopuli999,630968
1995,ME,npopuli999,632066
1996,ME,npopuli999,633004
1997,ME,npopuli999,633607
1998,ME,npopuli999,633903
1999,ME,npopuli999,633723
2000,ME,npopuli999,633324
2001,ME,npopuli999,633065
2002,ME,npopuli999,632737
2003,ME,npopuli999,632351
2004,ME,npopuli999,632545
2005,ME,npopuli999,632875
2006,ME,npopuli999,632545
2007,ME,npopuli999,631923
2008,ME,npopuli999,631466
2009,ME,npopuli999,631182
2010,ME,npopuli999,631044
2011,ME,npopuli999,631788
2012,ME,npopuli999,633051
2013,ME,npopuli999,633946
2014,ME,npopuli999,634294
2015,ME,npopuli999,633966
2016,ME,npopuli999,633264
2017,ME,npopuli999,632438
2018,ME,npopuli999,631455
2019,ME,npopuli999,630396
2020,ME,npopuli999,629048
2021,ME,npopuli999,627859
2022,ME,npopuli999,627082
1980,MH,npopuli999,31988
1981,MH,npopuli999,33219
1982,MH,npopuli999,34569
1983,MH,npopuli999,35975
1984,MH,npopuli999,37437
1985,MH,npopuli999,38962
1986,MH,npopuli999,40527
1987,MH,npopuli999,42122
1988,MH,npopuli999,43687
1989,MH,npopuli999,44988
1990,MH,npopuli999,46047
1991,MH,npopuli999,47053
1992,MH,npopuli999,48015
1993,MH,npopuli999,48944
1994,MH,npopuli999,49840
1995,MH,npopuli999,50702
1996,MH,npopuli999,51538
1997,MH,npopuli999,52358
1998,MH,npopuli999,53164
1999,MH,npopuli999,53834
2000,MH,npopuli999,54224
2001,MH,npopuli999,54413
2002,MH,npopuli999,54496
2003,MH,npopuli999,54493
2004,MH,npopuli999,54435
2005,MH,npopuli999,54337
2006,MH,npopuli999,54208
2007,MH,npopuli999,54038
2008,MH,npopuli999,53816
2009,MH,npopuli999,53593
2010,MH,npopuli999,53416
2011,MH,npopuli999,52971
2012,MH,npopuli999,52203
2013,MH,npopuli999,51352
2014,MH,npopuli999,50419
2015,MH,npopuli999,49410
2016,MH,npopuli999,48329
2017,MH,npopuli999,47187
2018,MH,npopuli999,45989
2019,MH,npopuli999,44728
2020,MH,npopuli999,43413
2021,MH,npopuli999,42050
2022,MH,npopuli999,41569
1980,MG,npopuli999,8948162
1981,MG,npopuli999,9207310
1982,MG,npopuli999,9470990
1983,MG,npopuli999,9740088
1984,MG,npopuli999,10015017
1985,MG,npopuli999,10297746
1986,MG,npopuli999,10588428
1987,MG,npopuli999,10890514
1988,MG,npopuli999,11206789
1989,MG,npopuli999,11536734
1990,MG,npopuli999,11882762
1991,MG,npopuli999,12245260
1992,MG,npopuli999,12623342
1993,MG,npopuli999,13020100
1994,MG,npopuli999,13436121
1995,MG,npopuli999,13869138
1996,MG,npopuli999,14317454
1997,MG,npopuli999,14778903
1998,MG,npopuli999,15250934
1999,MG,npopuli999,15730885
2000,MG,npopuli999,16216431
2001,MG,npopuli999,16709665
2002,MG,npopuli999,17211934
2003,MG,npopuli999,17724310
2004,MG,npopuli999,18250774
2005,MG,npopuli999,18792172
2006,MG,npopuli999,19350300
2007,MG,npopuli999,19924958
2008,MG,npopuli999,20513600
2009,MG,npopuli999,21117092
2010,MG,npopuli999,21731052
2011,MG,npopuli999,22348158
2012,MG,npopuli999,22966240
2013,MG,npopuli999,23588072
2014,MG,npopuli999,24215976
2015,MG,npopuli999,24850912
2016,MG,npopuli999,25501940
2017,MG,npopuli999,26169542
2018,MG,npopuli999,26846540
2019,MG,npopuli999,27533134
2020,MG,npopuli999,28225176
2021,MG,npopuli999,28915652
2022,MG,npopuli999,29611714
1980,MK,npopuli999,1907023
1981,MK,npopuli999,1935200
1982,MK,npopuli999,1958275
1983,MK,npopuli999,1974441
1984,MK,npopuli999,1988682
1985,MK,npopuli999,2001504
1986,MK,npopuli999,2012926
1987,MK,npopuli999,2023097
1988,MK,npopuli999,2031932
1989,MK,npopuli999,2039426
1990,MK,npopuli999,2044174
1991,MK,npopuli999,2036686
1992,MK,npopuli999,2018023
1993,MK,npopuli999,1996893
1994,MK,npopuli999,1982458
1995,MK,npopuli999,1983964
1996,MK,npopuli999,1994226
1997,MK,npopuli999,2004234
1998,MK,npopuli999,2012844
1999,MK,npopuli999,2023778
2000,MK,npopuli999,2037936
2001,MK,npopuli999,2053384
2002,MK,npopuli999,2064737
2003,MK,npopuli999,2071142
2004,MK,npopuli999,2075874
2005,MK,npopuli999,2078662
2006,MK,npopuli999,2081075
2007,MK,npopuli999,2083488
2008,MK,npopuli999,2086227
2009,MK,npopuli999,2089787
2010,MK,npopuli999,2093828
2011,MK,npopuli999,2097099
2012,MK,npopuli999,2099478
2013,MK,npopuli999,2102215
2014,MK,npopuli999,2105291
2015,MK,npopuli999,2107962
2016,MK,npopuli999,2110196
2017,MK,npopuli999,2111979
2018,MK,npopuli999,2113491
2019,MK,npopuli999,2114176
2020,MK,npopuli999,2111072
2021,MK,npopuli999,2103330
2022,MK,npopuli999,2093599
1980,ML,npopuli999,7372581
1981,ML,npopuli999,7532864
1982,ML,npopuli999,7696349
1983,ML,npopuli999,7863944
1984,ML,npopuli999,8030099
1985,ML,npopuli999,8187651
1986,ML,npopuli999,8334588
1987,ML,npopuli999,8474329
1988,ML,npopuli999,8617474
1989,ML,npopuli999,8774122
1990,ML,npopuli999,8945026
1991,ML,npopuli999,9123969
1992,ML,npopuli999,9310572
1993,ML,npopuli999,9506510
1994,ML,npopuli999,9711797
1995,ML,npopuli999,9921094
1996,ML,npopuli999,10131906
1997,ML,npopuli999,10359301
1998,ML,npopuli999,10620475
1999,ML,npopuli999,10916993
2000,ML,npopuli999,11239101
2001,ML,npopuli999,11583824
2002,ML,npopuli999,11952660
2003,ML,npopuli999,12342165
2004,ML,npopuli999,12751995
2005,ML,npopuli999,13180551
2006,ML,npopuli999,13623541
2007,ML,npopuli999,14080912
2008,ML,npopuli999,14551117
2009,ML,npopuli999,15032635
2010,ML,npopuli999,15529181
2011,ML,npopuli999,16039734
2012,ML,npopuli999,16514687
2013,ML,npopuli999,17004032
2014,ML,npopuli999,17551814
2015,ML,npopuli999,18112908
2016,ML,npopuli999,18700106
2017,ML,npopuli999,19311356
2018,ML,npopuli999,19934298
2019,ML,npopuli999,20567424
2020,ML,npopuli999,21224040
2021,ML,npopuli999,21904984
2022,ML,npopuli999,22593590
1980,MP,npopuli999,17613
1981,MP,npopuli999,19902
1982,MP,npopuli999,22647
1983,MP,npopuli999,25594
1984,MP,npopuli999,28735
1985,MP,npopuli999,32041
1986,MP,npopuli999,35459
1987,MP,npopuli999,38923
1988,MP,npopuli999,42381
1989,MP,npopuli999,45859
1990,MP,npopuli999,48002
1991,MP,npopuli999,48302
1992,MP,npopuli999,48128
1993,MP,npopuli999,47948
1994,MP,npopuli999,47780
1995,MP,npopuli999,48717
1996,MP,npopuli999,53367
1997,MP,npopuli999,60817
1998,MP,npopuli999,68501
1999,MP,npopuli999,76237
2000,MP,npopuli999,80338
2001,MP,npopuli999,79479
2002,MP,npopuli999,77162
2003,MP,npopuli999,74623
2004,MP,npopuli999,71898
2005,MP,npopuli999,69025
2006,MP,npopuli999,66060
2007,MP,npopuli999,63050
2008,MP,npopuli999,60032
2009,MP,npopuli999,57056
2010,MP,npopuli999,54087
2011,MP,npopuli999,52520
2012,MP,npopuli999,52359
2013,MP,npopuli999,52141
2014,MP,npopuli999,51856
2015,MP,npopuli999,51514
2016,MP,npopuli999,51133
2017,MP,npopuli999,50729
2018,MP,npopuli999,50304
2019,MP,npopuli999,49858
2020,MP,npopuli999,49587
2021,MP,npopuli999,49481
2022,MP,npopuli999,49551
1980,MM,npopuli999,33465782
1981,MM,npopuli999,34110096
1982,MM,npopuli999,34742584
1983,MM,npopuli999,35424264
1984,MM,npopuli999,36159840
1985,MM,npopuli999,36881020
1986,MM,npopuli999,37572340
1987,MM,npopuli999,38233172
1988,MM,npopuli999,38868272
1989,MM,npopuli999,39489420
1990,MM,npopuli999,40099552
1991,MM,npopuli999,40680532
1992,MM,npopuli999,41237812
1993,MM,npopuli999,41788304
1994,MM,npopuli999,42337108
1995,MM,npopuli999,42880184
1996,MM,npopuli999,43423368
1997,MM,npopuli999,43972048
1998,MM,npopuli999,44516184
1999,MM,npopuli999,45041636
2000,MM,npopuli999,45538332
2001,MM,npopuli999,46014824
2002,MM,npopuli999,46480232
2003,MM,npopuli999,46924292
2004,MM,npopuli999,47338448
2005,MM,npopuli999,47724472
2006,MM,npopuli999,48088272
2007,MM,npopuli999,48445648
2008,MM,npopuli999,48729488
2009,MM,npopuli999,49015836
2010,MM,npopuli999,49390988
2011,MM,npopuli999,49794520
2012,MM,npopuli999,50218184
2013,MM,npopuli999,50648336
2014,MM,npopuli999,51072436
2015,MM,npopuli999,51483948
2016,MM,npopuli999,51892348
2017,MM,npopuli999,52288340
2018,MM,npopuli999,52666016
2019,MM,npopuli999,53040212
2020,MM,npopuli999,53423200
2021,MM,npopuli999,53798084
2022,MM,npopuli999,54179304
1980,MN,npopuli999,1697780
1981,MN,npopuli999,1739221
1982,MN,npopuli999,1781797
1983,MN,npopuli999,1825773
1984,MN,npopuli999,1871652
1985,MN,npopuli999,1919744
1986,MN,npopuli999,1969912
1987,MN,npopuli999,2021502
1988,MN,npopuli999,2073771
1989,MN,npopuli999,2120825
1990,MN,npopuli999,2161433
1991,MN,npopuli999,2200077
1992,MN,npopuli999,2236494
1993,MN,npopuli999,2270311
1994,MN,npopuli999,2301510
1995,MN,npopuli999,2330334
1996,MN,npopuli999,2357033
1997,MN,npopuli999,2381771
1998,MN,npopuli999,2405148
1999,MN,npopuli999,2428488
2000,MN,npopuli999,2450979
2001,MN,npopuli999,2472601
2002,MN,npopuli999,2494617
2003,MN,npopuli999,2516454
2004,MN,npopuli999,2537949
2005,MN,npopuli999,2559255
2006,MN,npopuli999,2581242
2007,MN,npopuli999,2605643
2008,MN,npopuli999,2633887
2009,MN,npopuli999,2666713
2010,MN,npopuli999,2702520
2011,MN,npopuli999,2743938
2012,MN,npopuli999,2792349
2013,MN,npopuli999,2845153
2014,MN,npopuli999,2902823
2015,MN,npopuli999,2964749
2016,MN,npopuli999,3029555
2017,MN,npopuli999,3096030
2018,MN,npopuli999,3163991
2019,MN,npopuli999,3232430
2020,MN,npopuli999,3294335
2021,MN,npopuli999,3347782
2022,MN,npopuli999,3398366
1980,MO,npopuli999,245332
1981,MO,npopuli999,248695
1982,MO,npopuli999,256692
1983,MO,npopuli999,266253
1984,MO,npopuli999,276591
1985,MO,npopuli999,287700
1986,MO,npopuli999,299491
1987,MO,npopuli999,311808
1988,MO,npopuli999,324478
1989,MO,npopuli999,337336
1990,MO,npopuli999,350227
1991,MO,npopuli999,362390
1992,MO,npopuli999,372370
1993,MO,npopuli999,380712
1994,MO,npopuli999,388779
1995,MO,npopuli999,396641
1996,MO,npopuli999,404297
1997,MO,npopuli999,411700
1998,MO,npopuli999,418776
1999,MO,npopuli999,425518
2000,MO,npopuli999,431896
2001,MO,npopuli999,439122
2002,MO,npopuli999,449665
2003,MO,npopuli999,462533
2004,MO,npopuli999,475529
2005,MO,npopuli999,488619
2006,MO,npopuli999,501863
2007,MO,npopuli999,515330
2008,MO,npopuli999,529038
2009,MO,npopuli999,543021
2010,MO,npopuli999,557297
2011,MO,npopuli999,571003
2012,MO,npopuli999,582766
2013,MO,npopuli999,593374
2014,MO,npopuli999,604167
2015,MO,npopuli999,615239
2016,MO,npopuli999,626688
2017,MO,npopuli999,638609
2018,MO,npopuli999,650991
2019,MO,npopuli999,663653
2020,MO,npopuli999,676283
2021,MO,npopuli999,686607
2022,MO,npopuli999,695168
1980,MR,npopuli999,1506694
1981,MR,npopuli999,1551687
1982,MR,npopuli999,1598332
1983,MR,npopuli999,1646343
1984,MR,npopuli999,1695675
1985,MR,npopuli999,1746265
1986,MR,npopuli999,1798009
1987,MR,npopuli999,1851092
1988,MR,npopuli999,1905847
1989,MR,npopuli999,1955040
1990,MR,npopuli999,2006027
1991,MR,npopuli999,2066302
1992,MR,npopuli999,2147527
1993,MR,npopuli999,2237064
1994,MR,npopuli999,2315191
1995,MR,npopuli999,2380341
1996,MR,npopuli999,2428816
1997,MR,npopuli999,2484278
1998,MR,npopuli999,2550501
1999,MR,npopuli999,2620611
2000,MR,npopuli999,2695003
2001,MR,npopuli999,2761823
2002,MR,npopuli999,2821703
2003,MR,npopuli999,2883326
2004,MR,npopuli999,2946575
2005,MR,npopuli999,3012360
2006,MR,npopuli999,3081229
2007,MR,npopuli999,3153508
2008,MR,npopuli999,3233336
2009,MR,npopuli999,3322616
2010,MR,npopuli999,3419461
2011,MR,npopuli999,3524249
2012,MR,npopuli999,3636113
2013,MR,npopuli999,3742959
2014,MR,npopuli999,3843174
2015,MR,npopuli999,3946220
2016,MR,npopuli999,4051890
2017,MR,npopuli999,4160015
2018,MR,npopuli999,4270712
2019,MR,npopuli999,4383849
2020,MR,npopuli999,4498604
2021,MR,npopuli999,4614974
2022,MR,npopuli999,4736139
1980,MS,npopuli999,11452
1981,MS,npopuli999,11369
1982,MS,npopuli999,11298
1983,MS,npopuli999,11232
1984,MS,npopuli999,11168
1985,MS,npopuli999,11113
1986,MS,npopuli999,11070
1987,MS,npopuli999,11020
1988,MS,npopuli999,10961
1989,MS,npopuli999,10894
1990,MS,npopuli999,10805
1991,MS,npopuli999,10569
1992,MS,npopuli999,10108
1993,MS,npopuli999,9547
1994,MS,npopuli999,8959
1995,MS,npopuli999,8342
1996,MS,npopuli999,7715
1997,MS,npopuli999,7069
1998,MS,npopuli999,6409
1999,MS,npopuli999,5767
2000,MS,npopuli999,5138
2001,MS,npopuli999,4704
2002,MS,npopuli999,4601
2003,MS,npopuli999,4627
2004,MS,npopuli999,4656
2005,MS,npopuli999,4693
2006,MS,npopuli999,4731
2007,MS,npopuli999,4769
2008,MS,npopuli999,4814
2009,MS,npopuli999,4871
2010,MS,npopuli999,4938
2011,MS,npopuli999,4961
2012,MS,npopuli999,4975
2013,MS,npopuli999,5010
2014,MS,npopuli999,5051
2015,MS,npopuli999,5059
2016,MS,npopuli999,5085
2017,MS,npopuli999,4699
2018,MS,npopuli999,4359
2019,MS,npopuli999,4505
2020,MS,npopuli999,4500
2021,MS,npopuli999,4417
2022,MS,npopuli999,4390
1980,MT,npopuli999,333587
1981,MT,npopuli999,336617
1982,MT,npopuli999,339668
1983,MT,npopuli999,342886
1984,MT,npopuli999,346086
1985,MT,npopuli999,349118
1986,MT,npopuli999,352091
1987,MT,npopuli999,355169
1988,MT,npopuli999,358439
1989,MT,npopuli999,361894
1990,MT,npopuli999,365392
1991,MT,npopuli999,368670
1992,MT,npopuli999,371880
1993,MT,npopuli999,375241
1994,MT,npopuli999,378563
1995,MT,npopuli999,381849
1996,MT,npopuli999,385269
1997,MT,npopuli999,388839
1998,MT,npopuli999,392483
1999,MT,npopuli999,395983
2000,MT,npopuli999,399212
2001,MT,npopuli999,402151
2002,MT,npopuli999,404699
2003,MT,npopuli999,406919
2004,MT,npopuli999,408798
2005,MT,npopuli999,410208
2006,MT,npopuli999,411197
2007,MT,npopuli999,412081
2008,MT,npopuli999,413401
2009,MT,npopuli999,415500
2010,MT,npopuli999,418755
2011,MT,npopuli999,423571
2012,MT,npopuli999,429907
2013,MT,npopuli999,437525
2014,MT,npopuli999,446441
2015,MT,npopuli999,456579
2016,MT,npopuli999,467705
2017,MT,npopuli999,479497
2018,MT,npopuli999,491586
2019,MT,npopuli999,503635
2020,MT,npopuli999,515358
2021,MT,npopuli999,526748
2022,MT,npopuli999,533286
1980,MU,npopuli999,954865
1981,MU,npopuli999,969807
1982,MU,npopuli999,984176
1983,MU,npopuli999,998000
1984,MU,npopuli999,1011941
1985,MU,npopuli999,1025769
1986,MU,npopuli999,1039028
1987,MU,npopuli999,1051809
1988,MU,npopuli999,1064330
1989,MU,npopuli999,1076961
1990,MU,npopuli999,1090290
1991,MU,npopuli999,1104259
1992,MU,npopuli999,1118714
1993,MU,npopuli999,1133252
1994,MU,npopuli999,1147161
1995,MU,npopuli999,1160207
1996,MU,npopuli999,1172542
1997,MU,npopuli999,1184257
1998,MU,npopuli999,1194880
1999,MU,npopuli999,1205413
2000,MU,npopuli999,1215930
2001,MU,npopuli999,1225272
2002,MU,npopuli999,1233972
2003,MU,npopuli999,1242340
2004,MU,npopuli999,1250380
2005,MU,npopuli999,1258048
2006,MU,npopuli999,1264767
2007,MU,npopuli999,1270584
2008,MU,npopuli999,1275684
2009,MU,npopuli999,1279868
2010,MU,npopuli999,1283330
2011,MU,npopuli999,1286236
2012,MU,npopuli999,1288745
2013,MU,npopuli999,1290691
2014,MU,npopuli999,1292113
2015,MU,npopuli999,1293153
2016,MU,npopuli999,1293911
2017,MU,npopuli999,1294741
2018,MU,npopuli999,1295381
2019,MU,npopuli999,1296279
2020,MU,npopuli999,1297828
2021,MU,npopuli999,1298915
2022,MU,npopuli999,1299469
1980,MV,npopuli999,164887
1981,MV,npopuli999,169663
1982,MV,npopuli999,174523
1983,MV,npopuli999,179339
1984,MV,npopuli999,184388
1985,MV,npopuli999,190383
1986,MV,npopuli999,197225
1987,MV,npopuli999,204256
1988,MV,npopuli999,211160
1989,MV,npopuli999,217937
1990,MV,npopuli999,224957
1991,MV,npopuli999,232150
1992,MV,npopuli999,239136
1993,MV,npopuli999,245845
1994,MV,npopuli999,252201
1995,MV,npopuli999,258208
1996,MV,npopuli999,263841
1997,MV,npopuli999,269040
1998,MV,npopuli999,273796
1999,MV,npopuli999,278111
2000,MV,npopuli999,282507
2001,MV,npopuli999,287324
2002,MV,npopuli999,292284
2003,MV,npopuli999,297226
2004,MV,npopuli999,302135
2005,MV,npopuli999,307018
2006,MV,npopuli999,314401
2007,MV,npopuli999,325126
2008,MV,npopuli999,336883
2009,MV,npopuli999,349037
2010,MV,npopuli999,361575
2011,MV,npopuli999,374440
2012,MV,npopuli999,387539
2013,MV,npopuli999,400728
2014,MV,npopuli999,416738
2015,MV,npopuli999,435582
2016,MV,npopuli999,454252
2017,MV,npopuli999,472442
2018,MV,npopuli999,489758
2019,MV,npopuli999,504508
2020,MV,npopuli999,514438
2021,MV,npopuli999,521457
2022,MV,npopuli999,523787
1980,MW,npopuli999,6267369
1981,MW,npopuli999,6519891
1982,MW,npopuli999,6784347
1983,MW,npopuli999,7058317
1984,MW,npopuli999,7339002
1985,MW,npopuli999,7625078
1986,MW,npopuli999,7909819
1987,MW,npopuli999,8295993
1988,MW,npopuli999,8754781
1989,MW,npopuli999,9174895
1990,MW,npopuli999,9539665
1991,MW,npopuli999,9831584
1992,MW,npopuli999,10115420
1993,MW,npopuli999,10257233
1994,MW,npopuli999,10131799
1995,MW,npopuli999,10112816
1996,MW,npopuli999,10310528
1997,MW,npopuli999,10512678
1998,MW,npopuli999,10732456
1999,MW,npopuli999,10973956
2000,MW,npopuli999,11229387
2001,MW,npopuli999,11498818
2002,MW,npopuli999,11784498
2003,MW,npopuli999,12087965
2004,MW,npopuli999,12411342
2005,MW,npopuli999,12755648
2006,MW,npopuli999,13118307
2007,MW,npopuli999,13495463
2008,MW,npopuli999,13889423
2009,MW,npopuli999,14298932
2010,MW,npopuli999,14718422
2011,MW,npopuli999,15146094
2012,MW,npopuli999,15581251
2013,MW,npopuli999,16024775
2014,MW,npopuli999,16477966
